hash,min_label,log_min_label,three_categories_label,parity_two_label,log_parity_two_label,timeout_count_label,timeout_factor_label,log10_parity_two_label,log10_min_label,four_families,all_families,all_families_threshold_10,3-means_label,4-means_label,5-means_label
0b8b20b77f9908ee3860d29ddcfcfbc2,896.54,6.798542910008565,medium,9577.401666666665,9.167161609402982,15.0,0.8333333333333334,3.981247701679048,2.952569670799196,bitvector,bitvector,bitvector,1.0,1.0,1.0
3f4aa133480946267af3789508adb53f,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,test-configuration,test-configuration,1.0,1.0,1.0
6eb1a684231ecfd5ba0617abfaa2c632,280.97,5.638247902068488,medium,6576.487777777777,8.791256109437978,11.0,0.6111111111111112,3.817994017327164,2.44865995147093,other,schur-coloring,other ,2.0,2.0,3.0
75e57eb049126b287237cefe3b41afd1,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
58cc7129e37b53bc55aa51d29aba9a6a,1911.9,7.555852790988358,medium,7235.887777777778,8.886808337519545,11.0,0.6111111111111112,3.85949182271655,3.2814651731995284,other,software-verification,software-verification,2.0,2.0,3.0
872d022f6406e00933b831ffd05e26a0,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
b0a8a783184ffaabf3341705a1691d02,29.98,3.400530492674452,easy,1952.4427777777776,7.57683657412831,3.0,0.1666666666666666,3.290578314426664,1.476831628512261,bitvector,bitvector,bitvector,0.0,3.0,0.0
0ae917c2e0c1d39cbe411c29b2f5ff08,1979.2,7.590448001638223,medium,8771.128888888888,9.079220798734404,15.0,0.8333333333333334,3.9430554928715855,3.2964896822850456,other,discrete-logarithm,discrete-logarithm,1.0,1.0,1.0
fb852d4b14865a562c1a38a77c8517d1,130.27,4.8696092197094725,medium,6797.755000000001,8.824347689594836,11.0,0.6111111111111112,3.832365507986746,2.114844413145024,other,stedman-triples,stedman-triples,2.0,2.0,3.0
5f46b414cc65b2e992e59f49d1f02be1,21.59,3.072230244526716,easy,3406.48,8.133434779067763,6.0,0.3333333333333333,3.5323058434691235,1.334252642334231,other,test-configuration,test-configuration,0.0,0.0,4.0
19c3796341c9361f30fc4d03d1914fb6,1150.45,7.047908449165542,medium,4269.943888888889,8.359355965360894,4.0,0.2222222222222222,3.630422168021267,3.0608677484319,cryptography,cryptography,cryptography,2.0,0.0,4.0
acdf3c810df7614cd6cd5e68c0a412bc,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,planning,planning,1.0,1.0,1.0
be1fd876a0013768167a66027670bf7a,11.19,2.4150205223238337,easy,1617.4022222222222,7.388576574607991,2.0,0.1111111111111111,3.2088180354718805,1.04883008652835,other,circuit-multiplier,circuit-multiplier,0.0,3.0,0.0
672e3a17efb01df97a0347b6fbc7711b,385.67,5.954982081530567,medium,7593.461111111111,8.935042775818053,13.0,0.7222222222222222,3.880439773107295,2.5862158578414656,bitvector,bitvector,bitvector,1.0,2.0,3.0
27910179710bda7747c98bf10ce9a5a3,1.09,0.0861776962410524,easy,841.5305555555556,6.735222323792264,1.0,0.0555555555555555,2.925069889614577,0.0374264979406236,cryptography,cryptography,cryptography,0.0,3.0,0.0
77e66ba85844dcfee1d935732e38696e,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
a864be2e3ab38d84d61367e4f4aa7c4b,2.1,0.7419373447293773,easy,1676.0311111111112,7.424183843585204,3.0,0.1666666666666666,3.2242820759043287,0.3222192947339193,bitvector,bitvector,bitvector,0.0,3.0,0.0
3e29b1449c9b29120ffac84634f6e5f5,3669.28,8.207750736515662,medium,9356.623888888887,9.143839808773793,16.0,0.8888888888888888,3.971119172357744,3.564580853706103,bitvector,bitvector,bitvector,1.0,1.0,1.0
34c3fbb88f682f876491db9db7074fcd,557.77,6.323946691029226,medium,6935.590000000001,8.844421404833156,11.0,0.6111111111111112,3.841083411746046,2.7464551517643216,antibandwidth,antibandwidth,antibandwidth,2.0,2.0,3.0
1a05f90f3850a3a1c73611adc02d5ce7,335.78,5.816456183608252,medium,7862.808888888889,8.969899186582177,13.0,0.7222222222222222,3.895577719961106,2.5260548247731114,cryptography,cryptography,cryptography,1.0,2.0,3.0
2928809022eede99c43896b6abef0936,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
e60ecdc00b15630fd0382aaaa03f0ccd,0.59,-0.527632742082372,easy,865.2022222222221,6.762963262524775,1.0,0.0555555555555555,2.937117626228923,-0.2291479883578558,other,ktf,ktf,0.0,3.0,0.0
e9674dde824d0e269ad80b9659b1b431,1375.34,7.226456252261082,medium,6884.427222222223,8.837017215577513,9.0,0.5,3.837867813209353,3.1384100740722416,other,hamiltonian-cycle,hamiltonian-cycle,2.0,2.0,3.0
b274606462f566e0c2f5df5b4147cc64,923.75,6.828441472262411,medium,8477.751111111113,9.045200494453008,14.0,0.7777777777777778,3.928280662449506,2.965554451402882,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,3.0
5691193cabe4e76007ec8684cb83f3a7,26.29,3.26918863874179,easy,711.9794444444445,6.568049040832928,1.0,0.0555555555555555,2.8524674553036866,1.4197905861063629,cryptography,cryptography,cryptography,0.0,3.0,0.0
e6ebcf156dfca54a7881190a14a330fa,183.48,5.212105669728971,easy,2438.9266666666667,7.799313330796564,3.0,0.1666666666666666,3.387198742199419,2.263588731459945,other,hypertree-decomposition,hypertree-decomposition,0.0,3.0,4.0
70a379a4df4030a654415ac0b569dd0d,371.08,5.91641767278507,easy,3747.491111111111,8.228841858022268,4.0,0.2222222222222222,3.573740611393573,2.569467547925435,bitvector,bitvector,bitvector,2.0,0.0,4.0
3c3e9221a6b2cfc052f5bc8740a94195,16.39,2.7966713927557385,easy,1207.74,7.096506123540996,2.0,0.1111111111111111,3.081973450246491,1.2145789535704992,cryptography,cryptography,cryptography,0.0,3.0,0.0
fdaa0081c32cfdaa40ca1c23f03ef255,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
792b33e1963e294682d2188f36554008,137.08,4.920564697006408,medium,4804.2138888888885,8.477248705291368,8.0,0.4444444444444444,3.681622334429527,2.136974095757829,other,baseball-lineup,baseball-lineup,2.0,0.0,2.0
1f934996e3dd517ba0f997d84bf3f685,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
2b2e15c04bdcd0394a508239384c13db,252.05,5.52962748052864,medium,6036.533888888889,8.70558526675302,9.0,0.5,3.7807876430890857,2.401486701774169,antibandwidth,antibandwidth,antibandwidth,2.0,2.0,2.0
974b6f2ea98b5ded8079bbab1176fb20,74.18,4.306494572061445,easy,1397.1161111111112,7.242165470413807,2.0,0.1111111111111111,3.1452325008309847,1.870286828992592,antibandwidth,antibandwidth,antibandwidth,0.0,3.0,0.0
45a7f76e89cffb5ee64777045ccf503c,370.28,5.91425947619901,easy,2867.6738888888885,7.961256488451365,4.0,0.2222222222222222,3.457529761950888,2.568530255057247,antibandwidth,antibandwidth,antibandwidth,0.0,0.0,4.0
d0c14f10c8b46bd94bd849c661c0a3e5,555.46,6.319796599286322,easy,3162.3322222222223,8.059065079366707,3.0,0.1666666666666666,3.500007493268153,2.744652789820986,cryptography,cryptography,cryptography,0.0,0.0,4.0
314b63e5b44a2c441e10d197f797e18b,498.71,6.212024764486588,medium,7062.717777777779,8.862585210770828,10.0,0.5555555555555556,3.848971852435138,2.6978480766628725,other,miter,other ,2.0,2.0,3.0
e27e439d19bd1d246b7a669feb2d5e7e,0.5,-0.6931471805599453,easy,1160.5344444444445,7.056635905967217,0.0,0.0,3.064658034761917,-0.3010299956639812,other,argumentation,argumentation,0.0,3.0,0.0
115fa7f61704bc12b2373aa471bc434f,56.98,4.0427003290697625,medium,7022.497222222221,8.856874163424347,11.0,0.6111111111111112,3.846491576086674,1.755722444903458,other,circuit-multiplier,circuit-multiplier,2.0,2.0,3.0
d66732cb73b1de110458469ba05ee5ed,2884.17,7.966992442576059,medium,8563.492777777778,9.055263420699356,14.0,0.7777777777777778,3.932650935790096,3.460020855175692,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,3.0
c2885cf0f5bf276ae4b90e1b7cc6dc46,0.39,-0.941608539858445,easy,562.26,6.331964376363787,1.0,0.0555555555555555,2.749937188262758,-0.4089353929735008,cryptography,cryptography,cryptography,0.0,3.0,0.0
d72b0684dd662ca6475f6caee6a1b450,1461.32,7.287095415830525,medium,4443.182777777778,8.399126240459719,5.0,0.2777777777777778,3.647694179040461,3.16474532819768,other,core-based-generator,core-based-generator,2.0,0.0,2.0
c1c25b65adbd9fdde56cd489ab557e71,54.99,4.007151350519723,medium,4752.934444444445,8.46651748406033,8.0,0.4444444444444444,3.676961824264803,1.7402837196818792,other,cellular-automata,cellular-automata,2.0,0.0,2.0
a35140936a9aa31586aa03b2998e27c8,987.25,6.894923300166759,medium,8199.298333333332,9.011803860485408,13.0,0.7222222222222222,3.9137766886032352,2.9944271424085818,other,circuit-multiplier,circuit-multiplier,1.0,1.0,3.0
338bbefd31a527548666d5cee1aadaeb,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,bioinformatics,other ,1.0,1.0,1.0
440dfd20d5c9c29e3db0183742ac46ff,35.59,3.5720646995221013,easy,1975.7116666666664,7.588683949981981,3.0,0.1666666666666666,3.295723564384947,1.551327988003846,bitvector,bitvector,bitvector,0.0,3.0,0.0
d25b135838aaa1f8e4fdb8d3a7bd9006,0.0,-inf,easy,3435.6188888888883,8.14195235986534,6.0,0.3333333333333333,3.536004981808676,-inf,other,hgen,hgen,0.0,0.0,4.0
a222559ad38e8929b496d230f6a16070,159.38,5.071291287969602,easy,3597.038333333333,8.187866100667843,5.0,0.2777777777777778,3.55594506608274,2.202433822489233,bitvector,bitvector,bitvector,0.0,0.0,4.0
fd10aaead6f000df5353b1d244d19b92,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
d8365181b43b062aced1d93d3740d7fe,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,planning,planning,1.0,1.0,1.0
80bd8826bd9fc15b734b2468cb0c6be2,687.81,6.533512637002681,medium,5824.981666666667,8.669911131075587,7.0,0.3888888888888889,3.765294562817708,2.837468485695428,bitvector,bitvector,bitvector,2.0,2.0,2.0
87aafb71edb56d6630958a863f732cc8,781.75,6.66153499633795,medium,6806.164444444444,8.825584016456363,10.0,0.5555555555555556,3.832902437920536,2.893067889914971,other,polynomial-multiplication,polynomial-multiplication,2.0,2.0,3.0
d4a3633bdb840e5f19e3faf75491a7d7,28.19,3.338967305126021,easy,2872.240555555556,7.962847685558708,5.0,0.2777777777777778,3.458220810074227,1.4500950758716022,other,polynomial-multiplication,polynomial-multiplication,0.0,0.0,4.0
b34924ea0812ea17683047a443b6ab99,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,timetable,timetable,1.0,1.0,1.0
9b81119141db098dd4bfb24a1d244e68,1010.0,6.917705609835305,easy,3683.14,8.211520928212428,4.0,0.2222222222222222,3.566218227155725,3.004321373782642,other,hypertree-decomposition,hypertree-decomposition,0.0,0.0,4.0
23db7e697df91334fb4f257900ef4006,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,1.0
db480ef956c6e29f7aa1b4ba155cfa75,97.88,4.583742238574471,easy,2063.248333333333,7.6320368806854,3.0,0.1666666666666666,3.314551502963776,1.990693960679752,other,hardware-verification,hardware-verification,0.0,3.0,0.0
172ecb98a80b859e62612ff192a53729,281.68,5.640771674846797,easy,2310.216111111111,7.745096353733436,2.0,0.1111111111111111,3.3636526082354274,2.449756012062128,other,clique-width,other ,0.0,3.0,0.0
3006d001a86201637779cbd31e820ae1,0.1,-2.302585092994045,easy,1112.968888888889,7.014786398404085,2.0,0.1111111111111111,3.04648302455688,-1.0,other,cnf-miter,cnf-miter,0.0,3.0,0.0
857e9ec4121115a5d3d7bf94639d43b0,2826.36,7.946744943666274,medium,9290.234444444444,9.13671906770522,16.0,0.8888888888888888,3.9680266738046006,3.451227478126831,cryptography,cryptography,cryptography,1.0,1.0,1.0
ffa085aada0572f95a3d319657d78783,1398.2,7.242940974077885,medium,5931.058333333333,8.68795794711886,7.0,0.3888888888888889,3.773132195441225,3.145569297792989,other,software-verification,software-verification,2.0,2.0,2.0
9ab40a8d37516a91321a96c64f2c489d,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
9c5b0cccda51996a35cf9c57616b2fbb,0.89,-0.1165338162559515,easy,560.5644444444445,6.328944212610205,1.0,0.0555555555555555,2.748625547810133,-0.0506099933550872,cryptography,cryptography,cryptography,0.0,3.0,0.0
c07b76b106bb3c412377bc2564b93022,115.38,4.748231028828744,easy,2946.697777777777,7.988440424977225,3.0,0.1666666666666666,3.469335595580477,2.062130534622124,bitvector,bitvector,bitvector,0.0,0.0,4.0
fb176bbcd5d78cb17223cea4d201bbed,3249.36,8.086213332854966,medium,9277.405555555555,9.13533721293743,16.0,0.8888888888888888,3.967426541904157,3.5117978299514143,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,1.0
4c0756270c5a96bfb110b51d96feeee3,173.48,5.156062318967165,easy,1696.5477777777778,7.436350746384626,2.0,0.1111111111111111,3.229566094651971,2.2392494134767245,cryptography,cryptography,cryptography,0.0,3.0,0.0
b2a456f73623145ce5a839938aae5d8c,70.19,4.2512058507423305,medium,9069.05,9.112622796719393,16.0,0.8888888888888888,3.9575617962810097,1.846275242412213,other,coloring,coloring,1.0,1.0,1.0
76090eaab62a7b7004853ee9261782ae,175.28,5.166384695287211,medium,5079.535,8.532975000949833,8.0,0.4444444444444444,3.705823957130908,2.243732364552649,other,at-least-two-sol,at-least-two-sol,2.0,0.0,2.0
1237c76a3c69e3b750a075d1623e982a,6.79,1.9154509415706047,easy,1692.5972222222222,7.434019446103986,3.0,0.1666666666666666,3.2285536238044297,0.8318697742805017,bitvector,bitvector,bitvector,0.0,3.0,0.0
d94e85b05b145cda625925f8156597e6,0.89,-0.1165338162559515,easy,1611.0166666666669,7.384620728664531,1.0,0.0555555555555555,3.207100033407377,-0.0506099933550872,other,relational-dependencies,relational-dependencies,0.0,3.0,0.0
3ff6171b3a013888c06f40573bc81e4f,183.78,5.213739390072739,easy,3896.24,8.267767264507834,6.0,0.3333333333333333,3.590645700636095,2.2642982471902164,other,lam-discrete-geometry,lam-discrete-geometry,2.0,0.0,4.0
fc85886bdc8e424c33714a4a52971ee8,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,cryptography,cryptography,cryptography,1.0,1.0,1.0
7601126188b9cf7acd25b04d9a015916,858.75,6.755477843536559,medium,5380.471666666666,8.590531319697146,8.0,0.4444444444444444,3.73082034876153,2.9338667500676068,other,planning,planning,2.0,2.0,2.0
0dff9a3bda0e890cc9d9d0af146c202e,79.09,4.370586444531326,easy,2211.660555555556,7.7014988949695375,3.0,0.1666666666666666,3.344718472469262,1.898121575541108,other,flood-it-puzzle,flood-it-puzzle,0.0,3.0,0.0
79d2eae74f2b790d821578d9b7f675c0,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,mycielski-graph,mycielski-graph,1.0,1.0,1.0
f4714a16af6a6db738b86b298aa443f2,113.49,4.731714727313047,easy,1851.2016666666668,7.523590256755918,2.0,0.1111111111111111,3.267453732610165,2.0549575960124065,other,flood-it-puzzle,flood-it-puzzle,0.0,3.0,0.0
d5828176cbe49f8fe8f65d51744c8af4,9.09,2.2071749081893874,easy,3060.0233333333326,8.026177820189686,4.0,0.2222222222222222,3.4857247380826504,0.9585638832219674,other,argumentation,argumentation,0.0,0.0,4.0
1dab525ba285f87bc4600946af40e767,7.29,1.986503546020567,easy,1722.486666666667,7.451524262170868,3.0,0.1666666666666666,3.236155868829008,0.8627275283179746,other,flood-it-puzzle,flood-it-puzzle,0.0,3.0,0.0
198cb9cf1635068d175ca5127561998e,709.76,6.564926884721947,easy,3473.1494444444443,8.152817082179494,4.0,0.2222222222222222,3.5407234707571247,2.851111520133048,antibandwidth,antibandwidth,antibandwidth,0.0,0.0,4.0
b37dd84a1ca56a24876590bd60c5cf57,41.98,3.737193314392487,easy,3991.176111111111,8.291841231138834,7.0,0.3888888888888889,3.601100891501462,1.6230424342463816,other,polynomial-multiplication,polynomial-multiplication,2.0,0.0,4.0
6f00356d70211d5b462e1170dc1f813a,21.69,3.076851324838783,medium,5783.543333333334,8.662771807286852,10.0,0.5555555555555556,3.76219399389174,1.336259552014193,cryptography,cryptography,cryptography,2.0,2.0,2.0
747955bb7addf0fb6fe4d465a9cbd035,,8.517193191416238,,,,,,,,other,perfect-matching,perfect-matching,,,
b6105dde152f2588ef77b42bf3f3d39c,1549.81,7.345887621754509,medium,8098.977777777778,8.999493132422257,13.0,0.7222222222222222,3.908430207337197,3.1902784588093853,antibandwidth,antibandwidth,antibandwidth,1.0,2.0,3.0
e7a41d4d4a3a68de583fa98376bf43f2,388.26,5.96167521829723,medium,6071.197222222222,8.711311100556033,10.0,0.5555555555555556,3.783274341114029,2.589122650205851,other,tensors,tensors,2.0,2.0,2.0
fcaaac300114a140238922fc8d87453c,20.69,3.029650491757452,medium,5210.535000000001,8.558437816615564,7.0,0.3888888888888889,3.7168823174682544,1.3157604906657343,cryptography,cryptography,cryptography,2.0,2.0,2.0
87494c9d7d01468c75382b79f11c5abe,4832.09,8.483034365269006,medium,9712.893888888888,9.181209548694133,17.0,0.9444444444444444,3.9873486441953054,3.684135014631984,bitvector,bitvector,bitvector,1.0,1.0,1.0
