                                ,parity_two_label  ,log10_parity_two_label,3-means_label_on_parity_two_label,log2_parity_two_label,3-means_label_on_log10_parity_two_label
022b841952d37f0d6a0d050c9b4b0071,117.522225        ,2.070120005179025     ,2                                ,6.876789804992574    ,0.0
022dc7e9935f3570c088db58bd84b2c6,0.2423781785714285,-0.6155064824950633   ,2                                ,-2.044668276785648   ,2.0
02404a08ea36dd43362bbddc578c839d,1952.3703260869563,3.2905621982291944    ,2                                ,10.93101101427188    ,1.0
0240f5bddc39ad2f0a786c811fc434a8,2959.5202760869565,3.471221319730246     ,0                                ,11.531147625583891   ,1.0
0241f35c5752768d2b0580533d143a14,4236.950600000001 ,3.627053400448364     ,0                                ,12.048810592606165   ,1.0
024af9416f8c1dad1b4f974757e38d51,6353.892391304347 ,3.803039855398516     ,0                                ,12.6334249416247     ,1.0
0261b44c278c36459061c368aa00575a,487.80327857142856,2.6882447149213258    ,2                                ,8.93015564442962     ,0.0
02627689047d06fbb642eef14768d751,1287.100388888889 ,3.1096124215276912    ,2                                ,10.329908867283562   ,1.0
0262e0507796703aeed95b8eb6346828,4752.759444444445 ,3.676945833525941     ,0                                ,12.214549667768852   ,1.0
0278eee117c3821771e2d18d710a89ad,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
028d0cc7af63e9bba5795f20e24db4f6,16.922693428571428,1.2284694868396828    ,2                                ,4.080887302044603    ,0.0
0294158664d9ada36bd23fbb652cb823,3189.7271428571426,3.503753534022776     ,0                                ,11.639217302231144   ,1.0
0297c2a35f116ffd5382aea5b421e6df,36.28510535714286 ,1.5597283884333897    ,2                                ,5.181305553930266    ,0.0
02b69d0e5c2b68d5c3d650164b6c277d,357.15132946428577,2.5528522710864285    ,2                                ,8.480391681419016    ,0.0
02bc149bbe801807912f651c7bad3e74,1033.271107142857 ,3.01421428559376      ,2                                ,10.01300311932475    ,1.0
02c1c6307289afd9f6ac81979b251df2,2702.968333333333 ,3.431840957744914     ,0                                ,11.40032889471798    ,1.0
02c23ebafea72bcb7135ab806aa3e1a6,3484.217647058824 ,3.5421052760613225    ,0                                ,11.766619031596864   ,1.0
02c3f1d24074cba45a64d0b4b5aa0238,6711.174285714286 ,3.826798517365115     ,0                                ,12.712349508308478   ,1.0
02c6fe8483e4f4474b7ac9731772535d,4036.00002173913  ,3.605951159904116     ,0                                ,11.978710466877152   ,1.0
02cfa5a71b5c89a1b10b5f5a5221ed05,467.61320000000006,2.669886762126774     ,2                                ,8.869171845276783    ,0.0
02d8847ee38504792705d794eb93e9a7,211.4671785714285 ,2.3252429709004665    ,2                                ,7.724289952473616    ,0.0
02eef920cd1aab9ef3492fe27bf515c4,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
02f2343e32f9070f149708d77556b4aa,2451.5281304347827,3.389436880989298     ,2                                ,11.259465600805742   ,1.0
02f3a178829aa3838b2ad9a14f986913,3571.0322222222226,3.55279376894668      ,0                                ,11.802125436404737   ,1.0
03041657b7177746724b819433c83b20,41.61534642857142 ,1.6192535142853368    ,2                                ,5.379043741849555    ,0.0
0309ea422084568c2b4df13b32094380,6522.443882142857 ,3.8144103512018415    ,0                                ,12.671196911086572   ,1.0
031757c0a6797eddf3e84bcefbbdb753,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
031c99d72be38eedacc8b402784e9821,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
0325f5bdfff16d1756f786bfdccd2d26,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
033560dbd1b4d3545b4b40ef90aaaa29,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
0336f81b60baac5b8f481dd3c32861a5,695.3484678571429 ,2.84220250205826      ,2                                ,9.44159234294649     ,0.0
033743e540b7f6e2114a3e6981558795,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
033d611722714d5206cc0184479e92e2,74.07718321428571 ,1.8696844599353464    ,2                                ,6.210957336033533    ,0.0
035c200bbf0a783e4ec9656cfa9b2f68,5375.416107142858 ,3.730412088316277     ,0                                ,12.392160721685276   ,1.0
036b541db9d0839b0591d408ff4f77ae,963.4118913043478 ,2.983812002468336     ,2                                ,9.912008920861684    ,1.0
0379936c75c225f1a9a113762b019da6,6.397524285714285 ,0.8060119431925461    ,2                                ,2.677513718906076    ,2.0
037c423f56548082b1935e88c48ffdda,0.737898          ,-0.1320036667659593   ,2                                ,-0.4385066892579896  ,2.0
037d21e060a2e3eab8b080aa84ceee75,9.27407739285714  ,0.9672707157942636    ,2                                ,3.213203766158774    ,2.0
03980ada4055f6198fcd7ee52bb220f1,9680.24388888889  ,3.98588629927785      ,1                                ,13.240827680597707   ,1.0
0398e6b20de133ba8b49c74b67dad7b7,826.23325         ,2.9171026682500565    ,2                                ,9.690405309330751    ,0.0
039b45f4a3979c9176b115bb8e88342f,0.0694996428571428,-1.1580174271447154   ,2                                ,-3.8468506256012094  ,2.0
03a1a18521814692f56a8ecbea0031d4,728.2204285714286 ,2.862262857914873     ,2                                ,9.50823140266001     ,0.0
03a1ada3e778fcec8a7ee0c9e685d4be,8728.854857142856 ,3.94095727213113      ,1                                ,13.091576683043062   ,1.0
03a43a7ea55217f53542ed3f029963af,9220.32695652174  ,3.964746321584603     ,1                                ,13.17060219477322    ,1.0
03b0e7b608a5f1052c1cdb58ffc69262,7393.228235294118 ,3.868834113447458     ,1                                ,12.851988735919754   ,1.0
03b75ba4f3a1bdcc58c89e6846eecaab,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
03ba29d5cb38d345357a74a7b5ccd759,880.4787500000001 ,2.944718878907378     ,2                                ,9.782144375387634    ,0.0
03bb7baaa45980753a0e7050ae44755d,1116.6996785714286,3.0479363911316537    ,2                                ,10.125025529129838   ,1.0
03c44a93577c98119dc498053888937a,1648.9576785714287,3.2172095093748045    ,2                                ,10.687338656330953   ,1.0
03c5fef8cb8957ecf687548c8d504d10,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
03c8a9ffce923a8cb3452f18d371eacf,6720.550357142857 ,3.8274048396138247    ,0                                ,12.714363667221024   ,1.0
03cb9868146a1c420ba8e3b1b08865b8,46.94313857142856 ,1.6715721227292315    ,2                                ,5.55284239712474     ,0.0
03d1d6df36fdec5be7b60e6f0cd382f7,5.435419178571428 ,0.7352330424279452    ,2                                ,2.442391299930903    ,2.0
03d8064f3be30daecf2ffe4c54361e61,9371.638214285716 ,3.9718155146056655    ,1                                ,13.194085545678073   ,1.0
03d93f5c0378205e17260e16e463ac67,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
03de316ba1e90305471a3b8620cb9cd7,0.0113395714285714,-1.9454033589989976   ,2                                ,-6.46249007414702    ,2.0
03e7f2c151ed62ad925ac241e4e1d792,3146.3023529411767,3.497800455065533     ,0                                ,11.619441601991996   ,1.0
03f25e67e52baf9fb1e782026d46c8a8,0.7246286785714284,-0.1398844819232694   ,2                                ,-0.4646861905396721  ,2.0
03fb9af7b390fe9e0739150ca3410cf0,2731.5576244444446,3.436410366744898     ,0                                ,11.415508142852062   ,1.0
04071576275e4113b60c21601b364345,0.7716949285714286,-0.1125543538393051   ,2                                ,-0.3738974702206811  ,2.0
040e4bdb9f4b0f58d3ec4d2f869363f4,1933.125555555556 ,3.2862600621579507    ,2                                ,10.916719627588789   ,1.0
04121f3fbe313b7046c9f54ac1e26c75,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
0412f6f3174dfc4c27ad0b61280cd739,982.8885          ,2.9925042537616817    ,2                                ,9.940883954640872    ,1.0
04157f716c1e9606c6a530657bf8f957,7237.344782608695 ,3.8595792626381664    ,1                                ,12.821244787002376   ,1.0
0415acae197134f9d1cd7bea5ac3f2fd,386.0669142857143 ,2.586662584429458     ,2                                ,8.59270711121017     ,0.0
041699620802b7ed905f93976ae60bef,7.279760714285715 ,0.8621171042892424    ,2                                ,2.863891029821372    ,2.0
041ef0a56340a623c38e6b9012933624,1642.6048214285713,3.2155330932488444    ,2                                ,10.681769722503402   ,1.0
0421d8c1dec913b76dc72d781a864a80,1207.8083214285714,3.08199801743827      ,2                                ,10.23817580251534    ,1.0
04283728b84c4b0ff6cb44ca4bc4ab65,6673.390143857142 ,3.8243465155852734    ,0                                ,12.704204134707313   ,1.0
042846b7b23a617ad1730e9eb2dbdceb,1317.885565217391 ,3.1198777011895005    ,2                                ,10.364009388194      ,1.0
04327b18171b43ff06586707499b97fc,0.6840666071428572,-0.1649016092356661   ,2                                ,-0.5477912886120967  ,2.0
043f806db615f7a138d4beffe3367c1a,3302.5777142857146,3.518853045965095     ,0                                ,11.68937679517142    ,1.0
04411a580ede5fd258d84ce872b5f53b,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
0447371bb8a97e8fe5d3cee6de1db766,903.9655714285716 ,2.9561518901840778    ,2                                ,9.820124016756868    ,0.0
0449da0fb33b7ed1f7b7f0e2924cfb14,9031.078333333331 ,3.9557396092566135    ,1                                ,13.1406825440483     ,1.0
044d27388c142e8e47812d9518e01b2f,31.37490357142857 ,1.4965823997174348    ,2                                ,4.971539119935295    ,0.0
044eced3d5aac22e0f34ad02071132f7,39.48620714285715 ,1.5964454194788291    ,2                                ,5.303276890920963    ,0.0
04557a22f623dcbae86173fced057c99,1637.9828478260868,3.21430934972386      ,2                                ,10.677704534506818   ,1.0
045613366353b062992e68937ca53edf,4.173837142857143 ,0.6205354995118225    ,2                                ,2.0613743097032864   ,2.0
0458851a021830f297e5dc3418ece838,1672.8334928571428,3.2234527151811028    ,2                                ,10.708078137101056   ,1.0
045eeffb8750ff847de87bc37f922c02,6945.748333333334 ,3.8417190433823616    ,0                                ,12.761914422875668   ,1.0
0462a0427297f8979588174b502bd044,411.6074314285714 ,2.6144832071965323    ,2                                ,8.685125219597378    ,0.0
0463b72200ae80c02835c027d3606c4e,422.1559413214285 ,2.625472905808586     ,2                                ,8.721632208171105    ,0.0
04674c7c9520c7edc0426b820f837726,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
047a24a20dcf32612975fff862a229dd,4357.877647058824 ,3.639275032713096     ,0                                ,12.08940997619176    ,1.0
047c92e7c0a36a23d8107f4313517719,2549.1915714285715,3.406402473871804     ,2                                ,11.31582408044856    ,1.0
047fbe00ecc60835f1ee9d458bbd7ee8,2206.1722222222224,3.343639412112013     ,2                                ,11.10732970226756    ,1.0
048a70da40ea4908c783b8314be2da97,6200.148785714286 ,3.79240211144009      ,0                                ,12.598087121102989   ,1.0
0491901f00c8663e5b49a0dbbf96412f,1628.7423607142855,3.211852391755231     ,2                                ,10.669542696802871   ,1.0
04935c7718d4ada8516e0d99c46df41b,116.75959285714286,2.067292571925736     ,2                                ,6.867397275032056    ,0.0
04a7b805cf12ae898f723b735fa959df,3337.393333333333 ,3.523407394077494     ,0                                ,11.704506012119896   ,1.0
04b2a7f442ed1b15439d0678ce902d6f,21.29111071428571 ,1.32819831829613      ,2                                ,4.412179309130061    ,0.0
04d0ae28e10d4a35ebab62f42f0200e8,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
04d28cb98f3362dfcd4ab74d4bb82de3,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
04d2cca932a87b98ebfc7bbd0fe6ed5d,2.866475107142857 ,0.4573481746551081    ,2                                ,1.519277750532256    ,2.0
04dd37bd8e319df958e1e091ec60de5b,18.57363928571429 ,1.2688970069627945    ,2                                ,4.215184616948192    ,0.0
04e219c640ed59dc68ea2d50493de5b5,890.0252964285713 ,2.949402350401334     ,2                                ,9.797702530925012    ,0.0
04e50bc7a121716e396dc538ab24490e,784.6184642857143 ,2.8946585240879896    ,2                                ,9.61584747627308     ,0.0
04f6dd1892f3382e8356d107ba156256,8833.358888888888 ,3.946125875664773     ,1                                ,13.108746412332804   ,1.0
04f8b455b41f208ea19769f051ddcb1b,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
04f9f1f61d99108b7ad0fa77d275dc4c,3.855877678571429 ,0.5861232481654232    ,2                                ,1.947059285147357    ,2.0
04fa0a71339fa76067a75ff448ef6f67,4.995573821428572 ,0.6985853810838728    ,2                                ,2.320650404100112    ,2.0
050214ecbd9e96136fe1bc73447f1303,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
0504d4dc55e80f42ffa698a4ece021c0,1492.8605882352942,3.17401925274372      ,2                                ,10.543863729402757   ,1.0
0506d033a4ca469af10d95dbf36a86e9,30.95569857142857 ,1.490740609101416     ,2                                ,4.952133111563493    ,0.0
0515200de14d9d8eb513e88e3d28ad7c,648.3229411764705 ,2.8117913895653763    ,2                                ,9.3405688139596      ,0.0
0521cd68355dd16e8f7940f43003d904,579.2133571428571 ,2.762838568497359     ,2                                ,9.17795106232976     ,0.0
0533a1506eb61460bee3917f61ca4c49,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
0534387f90398a24495d4b7b05f9b342,1710.090857142857 ,3.233019185074928     ,2                                ,10.739857262210249   ,1.0
0554c1dc9f40db098fb58d3086515b6b,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
055836a43eb318de92f09c555ba4f3b5,0.3184655357142856,-0.4969375600601142   ,2                                ,-1.6507908421684696  ,2.0
055db8f900741c7b8d7b731e99662588,0.4752045         ,-0.3231194554091962   ,2                                ,-1.0733795969285134  ,2.0
055f942145df4b6c9fd0d10a3f1da98e,402.3578067857143 ,2.6046124321848207    ,2                                ,8.65233521476766     ,0.0
05650550f21d60a3989cae43fb5ebd93,9628.255          ,3.9835475838491865    ,1                                ,13.233058636109282   ,1.0
05680de3febd39916e496dd772cb8c19,1.0493706428571428,0.0209289102306378    ,2                                ,0.0695243348905314   ,2.0
057f143aae50b8abc3e083b7609353be,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
05817b4e1add561af0e1165e01fb48cc,89.50919999999999 ,1.95186767558286      ,2                                ,6.483964069021193    ,0.0
0587f345cca3ef8340e8e71829dce130,100.34755357142856,2.001506789046921     ,2                                ,6.648861634642761    ,0.0
0593e6814f02ec9749e87bdc6aff8275,2.737719642857143 ,0.437388971995851     ,2                                ,1.4529747144669192   ,2.0
05b04d362b374569a4eb63c4e4e132b7,32.022176071428575,1.50545084112801      ,2                                ,5.000999444614948    ,0.0
05b26080370a69270bfd81327e616cee,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
05c52a5f9133f5afca84767f2eff98fa,1828.2603571428567,3.2620380423928803    ,2                                ,10.836255819616282   ,1.0
05c5ff612371a5773e857212174f625b,362.55753964285714,2.559376941021023     ,2                                ,8.502066165784614    ,0.0
05df4430054ceba4fa065806e8c65041,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
05e5b5a37a0d7cb5e96c82b84bbdca66,1807.6961086956524,3.257125423147434     ,2                                ,10.819936451725347   ,1.0
05eb87eb6fecb7a8a3bdc25154412c1d,4976.410571428571 ,3.696916203987846     ,0                                ,12.280889802471563   ,1.0
05ed840c0a907e88e475c931f40fab83,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
05eee75ab69270c322b9ef6bc1ee8604,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
05f3a48298721d68cded8618b432e7c3,1940.5453928571424,3.287923806126176     ,2                                ,10.922246465419532   ,1.0
05f5567936f582edc0d3ea9903f540bc,9315.163071428571 ,3.9691904620665808    ,1                                ,13.185365309897923   ,1.0
05fb1e489956554f9115344bce4e71c7,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
05fbbab9f0baf819ed9593cca8587629,0.0143018928571428,-1.8446064798069608   ,2                                ,-6.127650089282026   ,2.0
05ff725eef6dbf5b1bff07bedd89d6c0,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
060ad8240dd120ae1017c31c17fa88e9,1802.4638888888887,3.2558665726905582    ,2                                ,10.815754641025393   ,1.0
060b7ed7ef9e59576b9ee62c998a5103,353.2109821428571 ,2.5480341983310533    ,2                                ,8.464386390169723    ,0.0
0614e1ae5100ee0aca4ea24424479fa3,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
06166a0dd78f45c213add974a6711dfe,69.60282857142856 ,1.8426268891508173    ,2                                ,6.121074031465002    ,0.0
0616ca6b1e0ae639d12e19ed310963a9,2193.7251359130432,3.341182211463708     ,2                                ,11.099167058399178   ,1.0
06172049e6804cbfb07f993023f2684f,9804.1675         ,3.9914107223785216    ,1                                ,13.259179416903873   ,1.0
062f58e44eb73f9274b57af5092cad90,3637.286071428572 ,3.560777459525166     ,0                                ,11.828646682438295   ,1.0
06326dd7bab63b892d2c147d5928468c,2.510339892857143 ,0.3997325276956258    ,2                                ,1.32788271419244     ,2.0
063486c4a139ae7a3874a5bac3459217,558.5205555555556 ,2.747039161337165     ,2                                ,9.125466567801746    ,0.0
06385be5ecfc7df22b2c956093cef85f,0.3442690357142857,-0.4631020369036833   ,2                                ,-1.53839166718991    ,2.0
064ba3c61c5f105104edec8305853711,6518.799804347826 ,3.814167643840912     ,0                                ,12.67039065468546    ,1.0
066813ab5f3b7b1cc6d2847c37f5fae7,1.0578898214285717,0.0244404385523994    ,2                                ,0.0811893794785842   ,2.0
066d6a47dfd9648d913ba8dbce722d75,7220.813571428572 ,3.858586132427871     ,1                                ,12.817945679854914   ,1.0
06872e73223dc74c76b06f37a185dc22,10000.0           ,4.0                   ,1                                ,13.287712379549449   ,1.0
068c64314f0f8405bc28bb4c52647145,8403.702826086956 ,3.9244706863716448    ,1                                ,13.036809430619858   ,1.0
0697524f77ccd503f7e5fe15f23a1268,416.70464285714286,2.619828339324579     ,2                                ,8.702881364184421    ,0.0
069f7d519e820f6b879f880703907bb3,7919.860714285714 ,3.8987175437676447    ,1                                ,12.951259342671989   ,1.0
06a36581f14e399a76a5110449ebe739,0.01806725        ,-1.7431079459843386   ,2                                ,-5.790479258186777   ,2.0
06b4ea25b64b0ea42d68fb06534a7e7b,8899.28611111111  ,3.949355169516798     ,1                                ,13.119473894306491   ,1.0
06d2543c151c2478fde159c6dc0424ac,4007.004928571429 ,3.602819876610404     ,0                                ,11.96830856893072    ,1.0
06d96f79264e9991a5a0a417c401657a,25.18901485714286 ,1.4012111825646836    ,2                                ,4.654722794231967    ,0.0
06e46ab0acac57a61638cbb741949a98,10.45302632142857 ,1.0192420439801608    ,2                                ,3.385848781388117    ,2.0
06e928088bd822602edb83e41ce8dadb,1752.7253325      ,3.2437138636546914    ,2                                ,10.775384215450154   ,1.0
06e997650b24ac5b5f87c1c64f4a5dcb,1786.7518291071428,3.2520642353629525    ,2                                ,10.80312354983058    ,1.0
06f538d7af257560476f9100e36d4445,145.0452892857143 ,2.1615036285510123    ,2                                ,7.180359630884585    ,0.0
06f692ab71fb031118f4c946556eca52,4124.563333333334 ,3.615377976652711     ,0                                ,12.010025674279667   ,1.0
0700de953ca94b49501cb311542ee5fb,7219.390555555556 ,3.858500536969818     ,1                                ,12.817661337898013   ,1.0
0701a5b57f9b37c5fcb77463c8582693,624.0647142857143 ,2.795229627502802     ,2                                ,9.285551831263096    ,0.0
070fde310eca4ddf6967896052efcb30,2145.686304347826 ,3.33156622916348      ,2                                ,11.067223456636112   ,1.0
072785fd927ff0fd180ce8b9cc00078f,756.5012257500001 ,2.8788096360419946    ,2                                ,9.563198609800365    ,0.0
