hash,min_label,log_min_label
1dca0e085cafa166224cb5e3360f5abc,,
1dce69ee6685597d6c56e5fd7a47f8e0,,
1efb4d530a9abb98f9c1baee64dc4c52,0.29,-1.2378743560016174
1f7d2a5f671c717bdaa409492ac3ab3d,,
205eb49eebcb24bf0b7293fb9fcb87f6,70.89,4.261129379866926
2062a9566987f9ee0f68d7d0890150ec,5.79,1.7561322915849038
20b526b92fe5e9d0b0640905a542f2e7,,
2108de2160d289165366edd989599076,11.99,2.4840729690394228
21c32b3636f0f470731c3254011fcbdd,24.69,3.206398303357088
21fbe69cf7c0b41e205b52d970f9a43a,2081.59,7.640887303749777
222e69415f05509e2b135174a62f463b,8.39,2.127040520479115
22505280326ec66ba807b8b4edc48e1a,,
2260d28ec773357e73e5ee60aeac0f43,,
2285ff99f985f8f926d5159299cc8787,93.19,4.534640419797564
22922a96c4bdac643b69069355c5db28,31.69,3.4560011737028296
22ede342b1973bf82c2c2106616cc8d9,92.88,4.531308337389636
24075575c3dbd9e9eae948dd2241b029,146.36,4.986069340151007
241027c1d4f2b6d6e1bc8e49a213ae66,28.69,3.3565486299932736
24358ac5f7d5d1cd06fd93398dbbcf77,0.89,-0.11653381625595151
24ec197c44822a55ab9dcd4eff19e11e,,
2565143ce97b21d25c01ef4827e4283f,21.78,3.0809921175048145
256e9f7bf2a97dba2c7292dc26854682,76.19,4.333230220484919
25ba6d2b7503d699ee95bf4bcd0864c5,,
25cc054738293c0d9377d7b72b78a341,2272.04,7.7284333853198675
25cfa39c61494e9e793f6c6a9ec44be3,,
2606766cde35eb67db1aa1c0b9574e59,,
262ba88b7b11338ab81938c1dfe8dac7,1.89,0.636576829071551
263457bc6aafa3b1f5999bc2ddfe3caf,45.87,3.8258113086090804
269f04881962a72af8caa9672d740036,17.29,2.850128299695199
26e9e6f76821074fec971ba27aae0bea,206.3,5.329331420077207
273d42b3d97294b660745c7bc632474e,577.97,6.3595219642111775
276c46723eeb15ec37be224fbbd67574,800.13,6.684774214466232
27910179710bda7747c98bf10ce9a5a3,1.09,0.08617769624105241
27b173aef6d0ad54e7ab7babb018b49b,180.08,5.193401196598477
27ca42e701ceee63c85ebcb040893b83,191.48,5.254783364524308
28792301119a25fb8edec6cde91eee21,1116.2,7.017685338354333
28a4a5d2789d9f6a2f0367ab7e344817,0.09,-2.4079456086518722
28aeefb8abe1d29211552650e14e7579,,
2925ee90763e08b2f7e79c7c713c86b9,256.95,5.548881513438238
2968f33b6a38f33bf119711d55053d01,2317.8,7.748373738900291
29b7d5a498eff7a98fcd03a273eaeba3,879.26,6.779080644618959
29e101b66dfddb440e974b9feec5b1aa,30.02,3.401863826205316
2a0b27b48cde394ba99cc0a0e3737fc6,619.55,6.428993408062502
2a0f12ac393b2fb15f0dcc45c00e7434,,
2a576a22d6ed0abacbfe4749e1027149,1773.94,7.480958340426076
2a6f21741efb8f8abbfdfe30f22ba9f8,393.62,5.975385976895291
2aa9ba5367ebfd86f2031a2b80438bdd,3.89,1.358409157630355
2ae0c3508d66560f75c48eb3fc360bb1,1369.23,7.222003817020729
2ba50be551d72853ba662e11371b24c1,160.68,5.079414809491081
2bc7ccca948bdf8941d1d19fce12c16c,206.78,5.331655426158547
2bcfabf8d713e0760fba4c6629753fbb,1.69,0.5247285289349821
2beaef5841d80abd75865e5a2c27e2fa,1.39,0.3293037471426003
2d584497fd24ae14815ddfe3a53f5464,,
2dcc525ccb3eb88be9dcd4fbed1bab6c,6.39,1.8547342683894434
2dd2843e84e1c73b9a3fd45d4f13a2fa,,
2e425e75bd968a05ca267c87177ba592,2401.53,7.783861313219232
2e6665e09a074c42b68cb142a635344d,349.44,5.856331873116486
2e6b2cddbb72c8c23d9f411b5e2fdcaf,257.08,5.549387320503086
2e8985e9103ac6593d2f8c2b168f28b0,14.49,2.673458756332591
2eccd163fc5fff906d03d1186336a91e,,
2f62c568f4b9bf1f93b2c678cfd877f2,1103.65,7.00637814758722
2fca126d2465aa324fccb0714064cd2c,,
2fd5b95206bcb7d829680ec2a50d7a6f,0.49,-0.7133498878774648
30c44e6084a893593d64d500551872cb,142.38,4.958499539675727
30e8b47741a4104c01eeea1d00bbce9e,220.67,5.39666837289499
31311e688a1ec28c827c0878786e3c18,,
31424080f64cfbd663f27fb330db7e22,0.0,-inf
314b63e5b44a2c441e10d197f797e18b,498.71,6.212024764486588
316e22c7acf697be27514ffda0381ebc,2385.17,7.777025679608222
3172c7aa65ec5cdb63e4f2d82cf8f0ac,26.69,3.284288963416433
3198bf396bbf9fbf335513f05293275e,22.29,3.1041381473977774
31baef6607ced2d80be0c89536fe00a7,2836.64,7.95037553215007
31c4aacd83bfd2aa7a9762a5b463b992,0.4,-0.916290731874155
31cdfe2c64b3d877c4cce7b8bff8ae68,349.47,5.856417721079795
31e9cd07f730b20faa7c3d0f1ba2ea2e,17.39,2.855895328366192
324b2441c6f1fa9d5f3cf3a4c8447fc7,,
326d2f05b98c9f3d14112c6bc07da792,3.79,1.332366019094335
327479b90e9ab90de5964edd2bafb274,,
32a7129c1bf7922f8cfa7748db5b5268,,
32e77b54836af7f04f33aa8a7ebbe4ca,144.19,4.971131874318556
3334919f6e241ce87c5b91ed90fc0c1c,1568.79,7.358059900562994
33368ccc2d21563383811dbfa9aa0973,117.49,4.766353223579481
334aa882de28856fc8c75885285d2a3c,1377.14,7.227764163858329
3354c5f91c523cfc42dab6a40129d102,504.97,6.224499021570163
3376b5ad61728464669c5a064691ec44,0.09,-2.4079456086518722
338bbefd31a527548666d5cee1aadaeb,,
33b0a39f23264c046e04a70d01c8c365,48.09,3.873074255289571
33e82a3b6df2b2b63291775c0133a32f,0.59,-0.527632742082372
344582a95581400eeb40e143633c2d4a,,
347a9ea5beecd2a0ac5705cb3be58b8d,1692.48,7.433950187877615
34b1b24d9020589c27a1629db3404f27,,
34c4f43536cffc580a87e655b4100332,,
35194d154e699cf9084c280b418c525e,5.89,1.7732559976634952
3546ac9da7b445d5484f5dfa1e83e2c1,,
36503f7af8c8352b64ec2104cd2499c5,456.77,6.12417998192946
368e1120462a3cf25f540536fc204d53,3.29,1.1908875647772805
36c02f64976f4c45a9e6bfb361d08316,1597.68,7.376307855960558
aa7fee545469fece616d857cfbf6dcc1,,
374d7a025fd4bb339003a338dae21521,1536.85,7.33749014606304
375b0bb96005020dea369b22f85ed8f5,3.79,1.332366019094335
376fa5669a710c95b0b8d4c7a798f9f0,8.59,2.150598735996164
37b741233eb518561ab2c699fd368e1d,6.29,1.8389610707123492
37d91934e9534f7c2f770adc1a651458,,
3859d592ef722f4f6e6a204a8f7fb30e,1000.34,6.908095221195235
38ad1c44716f1afab7ce8342e00e53af,5.19,1.6467336971777973
39817f63ea7fa6d90b1cf245fbd54ca8,,
39a540699238974e7080cf5a8011eba8,0.19,-1.6607312068216509
39ad133b95ca87ca0842d3b4d17ec926,524.27,6.262006818792067
39c768d18b13569f65149dc57097c7d7,0.99,-0.01005033585350145
39ddf7ac50ce92b12cda7a959f425fe4,1901.19,7.550235284890128
3a056c22c4a96fd8092dd548dca92610,4714.45,8.458387539270959
3a25b81321d6803d68766bd710bc22d0,4120.71,8.323780757593534
3a2af2a7aac25e166867884d30bf6dbc,11.49,2.4414770918606643
3a5b16dc1c1eb53c2465905d6d3343b7,112.49,4.722864328804734
3a81b9d45f7bdbe5fec702d1f1aa5c12,0.6,-0.5108256237659907
3aef3d8d02941ba7ddb18adc128259ae,,
3b42641abd82ff35cbfe690b669d2829,189.29,5.2432802306181285
3b69c3bff01853a2853ab74e67075a57,,
3b784f7f6fab6c024647a18855f6edaf,90.98,4.510639702141858
3b93990f0fb36f08f2f735625feca9c0,53.28,3.9755610262321337
3baf1eb7a5a42b45a11b8de5422001e5,15.29,2.727199019940971
3bdc1cbc7fde3c8f1ca958dc82a75b72,2106.73,7.652892261312041
3c15c8fb5153b9d758a9eb16c66adc5d,11.4,2.4336133554004498
3c3e9221a6b2cfc052f5bc8740a94195,16.39,2.7966713927557385
3c7565c7461c543371f73367ae854379,,
3ca654a8d2a8961fc60d968126276de6,4.79,1.5665304114228238
3cf8258815f83de7e99b1655df03fbaa,,
3cff772a004fbdf616a65ec099ec7bd5,,
3d6d0acfaf4df8e3f282b580d97af17c,62.49,4.135006543940991
3d8792b5f559f33ea583a09c33f683b1,114.68,4.742145641015169
3dbec93f8c175baca8de46833656c7bf,1347.43,7.205954353381857
3dd4302478db90092c889a6db40ada5c,14.08,2.644755350729896
3ddd3b75dd191d20bc4e71e668686302,41.38,3.722797672317397
3e40fa8f358f7cd6fa72f3826d2cc74d,,
3e484a82136768ef3f36517dfdb509d6,,
3e5d8b51bbb8d636a451ddf73005d3e6,0.29,-1.2378743560016174
3e96366377609cee6591ddc52691ecca,13.59,2.6093342281630525
3edf32e4a985b9b49a301b3824c383de,25.89,3.2538567937634464
3ef6eac7df8ab09227051d8c3f33c415,219.75,5.392490536565286
3f4aa133480946267af3789508adb53f,,
3f8635f474f26eed1c88c81c49f8a93a,0.89,-0.11653381625595151
3f9fdded562e5b47d8b3dbcf4271a6ce,,
3fb5b08588fbd72ba77a9ba019a4d981,2.29,0.8285518175661483
3ff0aaf7d120d1df3694489ba0432048,2.58,0.9477893989335261
401ba5184762fbcf2f0b9442e9616601,,
4106867bc76b8794330a205cf8a303ad,802.95,6.6882924455075
412a0fb28a9a6cfffce9e867e855edae,0.49,-0.7133498878774648
41d15591fed06eb2e4e2f9ace5de25e9,1703.99,7.44072783882744
4202559d235e01d65030b189ff72ccc3,3047.65,8.022126080816811
423de12e26e0a8e2957374e7cd63004d,5.79,1.7561322915849038
428aeb7ae791b2b56cf9305bd13b11cc,46.79,3.845669504878125
430ba56a847b87445b66b9df28f14d05,26.89,3.2917544702807735
436fd42acc714a84e8d714437174a94a,0.09,-2.4079456086518722
43bb6589bf0a0b3734c8d4d40f7ca31a,2.69,0.9895411936137477
43bd657eb343958e21994dbf7280d39a,0.0,-inf
43f5f086103bb41e88ba858657bddea4,74.69,4.313346214368975
4427d77f7ce2368845e20f98d822709c,767.45,6.643073330759417
444ace9ed353da9d49fb0e2fcd1d5b57,0.19,-1.6607312068216509
44d6b5e18a7ed8d4d38acc00ea668f7f,7.99,2.0781907597781832
4513c58c16e72a34f9f8518db7baeb9e,111.89,4.717516245819629
451f00237776d61d16610f54e87c74e5,0.47,-0.7550225842780328
453e2197c9226f8c99b3a740c7711723,153.19,5.031678981024605
45b5fcbd9405b894c5c71dbed5bfcb7e,1.59,0.4637340162321402
45f40372f9177e018f480f48229f21bb,31.69,3.4560011737028296
462664d89a909e25001e8861f3310210,89.28,4.491777498633001
4644dce27111277571632a72c4e6f956,20.69,3.029650491757452
471b7994446698d3c6c299ae86238f34,1.59,0.4637340162321402
47752d6f7fca7e1caae7aa0d0138c067,18.39,2.91180703861623
47daef729bd4001c2b485b68a4c2ccb7,15.69,2.753023566744941
486b5f3133c95d04ca361e027d99e0d6,1.09,0.08617769624105241
4903015e26a8ce37f15a43f92bc2c1dd,1948.01,7.57456361765953
49afc01de25926229314c0ce91091242,2.18,0.7793248768009977
49b23fbd7e11d5cd53a5c6813b4c0624,23.98,3.177220149599368
49d7b1dee2b76024fb6e499d5c1dd3be,10.39,2.340843805111136
4a4d879d0110bb7a8f011ff77d81ac07,2.29,0.8285518175661483
4a6268945652964c9b86b7c15425c0fe,285.67,5.654837298473027
4a6455401efd03c7b6df67be7cccf13f,,
4a669e0b7acaad9901925292aa5aeccd,,
4a6a4f1f6c0d5adc639e823d1516ace5,149.18,5.005153630527017
4b09c4fb82b0ae819b7f3766d9b7dcf1,,
4b65652b89a4cf69d9aaeba0aff08ffe,131.78,4.8811338654856735
4b76be62ab6f9c0fbf50716f54131184,10.59,2.359910159613315
4ba2c1aa580b6497df6baf5e7e2c87be,72.69,4.286203823496544
4bc4e48017602be956d46b317739149b,9.09,2.2071749081893874
4bed9fdbef6375a8c390006131d4e29c,145.78,4.982098635954067
4bfdeef14e2edd1df8edb7bab9134872,1214.96,7.1024664334220144
4c0756270c5a96bfb110b51d96feeee3,173.48,5.156062318967165
4c34ab2965e831059beea2fff2268f6d,61.09,4.112348186661675
4c6e57f5552d546278e192b6e332635a,97.39,4.578723535973108
4c97abc562ca002999c22ec86cd62f3a,1675.41,7.423813190425784
4cea19f7c950f4e2d5dc23e72f2856c6,1.49,0.3987761199573678
4cf373cad2b740fcf21c55e830e28a98,9.59,2.2607208888953467
4d22e7b6ef325aea00fb4fee3916fa77,11.89,2.4756977107026903
025890af6c6f91ea4e405dbccab6be90,,
4d91f4bcddb80eddf597ffaa3fac4074,116.08,4.754279608575932
4e13dd93c6f08829d74d97d0d801977e,,
4e36fd96262a32fd673e2b16b967993c,1245.26,7.127099622437109
4ed209554a193102bbf86e8898be3221,1193.62,7.0847459853412875
4ef35e8c7b387e8c2fff1f552a04e3a2,1556.61,7.35026565876265
4f10d32c152b3e64dc918215a4e8d6ed,85.37,4.446994751022215
4f1576d4959e12250e87be157dd25aac,351.48,5.862152810627642
4f3f9f17d206e7f673308b1edda559cd,74.08,4.305145590337924
4f791cf68e50693751a57bdaaf3fa8e7,1614.05,7.386501827284381
874e34d761fe20ec744569db71011e04,2733.76,7.913433229963254
4fe6d246384f2363995d69e07903b53b,,
50468d740d0d9cd69c43e4122014d60e,46.89,3.847804433101495
505e0d6cd0b327ccd8f3776a69dedd8e,2460.38,7.808071088541624
5067c6b6296b92d54f12876935e6b575,33.59,3.5142284036242013
507ef3714023cc219051508152ac8385,3.19,1.1600209167967532
50d081a4b18eecdd0bc120f634d57a26,0.0,-inf
51925dbfcd5534b312265098fd439b12,1045.23,6.9519922358751876
519ec7e2da48149991957836b84dda06,358.48,5.8818728704778875
51d9e3f41c95dfe6e1b73a525b8784be,167.99,5.123904453822123
51f5cc6f2541540e48d2ac6fe53101ce,177.87,5.1810529463873864
528787d550d459308c7eabc7825feef7,987.61,6.895287882976667
52d591859e2047fa6c804d6424c55c74,,
52d6e2f25ada36c0b802f544b084a140,401.75,5.995830004617622
532e06b2da2d8faae6d6a52d60451936,127.08,4.8448168094013155
533c29efade8eccfb003a2e28d7a4a4a,31.89,3.4622924810219664
53c21f3e78f060883026b5a12ba691d8,7.19,1.9726911717329554
53d23b2b464a5c041114eb1f00cc4b81,655.75,6.485779618746983
53fbcb20ea8a4672d8a9fbe3eb641ba6,0.29,-1.2378743560016174
541e24878a28c468d7fb5209349ca443,,
547a9319399c454d26afb9504561716d,,
54abc3873dfe2570d3f5b7d3b712fa85,1951.4,7.576302342673849
54e1e319cf5bd5d793f6f694078798a2,20.88,3.038791763014438
5559b178ec41efd2d5e01c12acfd304b,,
556ccbb8c839397fa16f270eb902bf61,,
557d7d4db5399188f62bc39598c6d868,6.49,1.8702625307159986
5584cc467c09d0cab489238275c2b92e,9.69,2.2710944259026746
5593b61a1be6e0598236534041e71e74,253.87,5.5368223249749455
55c79e8538f8889acf8f1901441d0779,53.99,3.9887988442301956
564a68fffd2affabc1586d24a07b6c16,434.17,6.073436162473127
5691193cabe4e76007ec8684cb83f3a7,26.29,3.26918863874179
5696ebc151f271257ba3a98782667932,1540.73,7.340011609066881
56f17e9b3edc6a93538095ab866133a2,,
56f38e27a65156f4555cebf9e9df372a,1.49,0.3987761199573678
575487a3f3a5b68087d128c2d07c896d,5.48,1.7011051009599243
575fb26a2a0a978595fcb433192ae40f,367.17,5.905824956062357
579703c799f6caff1c930c17fd992cdc,,
57ed70b2b94469babf71c5ee4290800e,414.78,6.027748259185229
587ac25d93492c61eebb72cb258ba173,54.79,4.003507695550324
720d2621c7d6a70bce6d1d62a53dd6b4,,
58c83e2ef19a9c16d394c092c8633787,2148.36,7.672460039351182
58cc7129e37b53bc55aa51d29aba9a6a,1911.9,7.555852790988358
594129eb92220cd847e7073b03840458,334.18,5.8116797699659974
5952b9f18b73dabb531c60e3ac85d26f,448.57,6.106064745128538
8e0677d188fb31a2276619bc0ec85d85,,
5a2dbbe1331ef5f53d8eb11ed5db7b88,735.53,6.600591327788859
5a4c127f7f570f44b4c7a5cc0dcba0e9,,
5a65b2818a3679e300f050aa7745e41a,2.09,0.7371640659767196
5a6988558882b13219eaef164b910c50,81.59,4.401706705440709
5a7042323ef6e8a5c06845289e668def,237.18,5.468819346536649
5a9cbd90229cc41bdb388150c53ed756,1862.8,7.529836011108222
5a9ce84a8725164c40c90d2eb420bad9,104.38,4.6480380862152675
5b4b384351127c913bd3941bc63f790f,,
5b9f96698aad3b0ab1c0155283a2f665,1632.2,7.397684077035143
5bc585c5aaba7f9f8faae4cfd1e6b5e8,121.19,4.797359561980396
5bdadbd296bfcd8254fda1e650fe56f0,1.19,0.17395330712343798
5c34b6844ed6a3fc57dccfc414af2851,,
5c54ccc9fcfa7eb4c5ee81a813488b64,1453.2,7.281523300347047
5c94c790e62e8c351059ddc7e515730b,273.38,5.610862768724507
5ca36dbc5e4a537b1abcf3146c830c01,456.38,6.123325795818278
5cb8326f1c78cf85cd0c38d11cbe76cc,6.39,1.8547342683894434
5cd4201889cc2a8764ee86def29d8ffa,446.07,6.100475890377242
5ce87271bf9cb43b2b867cb174cde892,5.69,1.7387102481382397
5d220c537570b90375de706c15833ee4,,
5d29877251225a4d59cdf1f77f06b4ba,,
5db9ad89579e8a56315bc3d3f7aecc8b,663.57,6.497634349337779
5e29ace02e3073d2c0b9ba6382e0eccf,1043.65,6.950479463191916
5e66b728b2445ec69f27e0f1a49f4b29,53.09,3.97198858659558
5e933a625099cc1ec6a8299a7848a2ae,261.79,5.567542655649251
5ea9d54e4eb8eeab1ff058471b9c83ca,0.09,-2.4079456086518722
521e922875e621d1eaff0bc95bd5a7ff,2.49,0.9122827104766164
5f0edef6cc45f7e7157c4b3dee4cb88a,1097.63,7.000908588959614
5f46b414cc65b2e992e59f49d1f02be1,21.59,3.072230244526716
5f73d11d8fc79ea749597eb76c6a802e,208.38,5.339363335984038
5fb0d1f02c02c6a7fb485707b637d7e4,1205.7,7.0948155901232655
600a7f663100f499647734f2f035f081,,
603a2d6f8962be577c6609e70296b8ee,2484.88,7.817979647626312
60660b6a0d157b3f189dba93964f0795,25.69,3.2461018111217923
606bd8b9c178c8445d8c3fc413d46885,119.08,4.779795536147575
60e34dc00aa952de4354fb11ad6c9860,3.09,1.128171090909654
60e3c2ba930b94c6b300ceeaf0ea5831,281.18,5.638995033651762
613be3fce8fa3e517d10e292f0a2542d,1191.55,7.083010259569373
6170d8f717dcb97e20f9ce5fd804bc27,0.09,-2.4079456086518722
61dad4b72b4c02ff5a459e66aec0a109,772.45,6.649567281758059
621fcdf544d516f3f2dcdbab2a641126,2226.78,7.708311874770905
9f45a4f2b13de826cab8f680381660c4,284.18,5.64960784020993
62269a9d08e3592f3fd7e2c8af1e3fe9,37.89,3.6346872250305093
6229f66269a1aa20b39b83168660ef1c,1.09,0.08617769624105241
62608c18d84e69d2b71f0048f6cb80be,155.78,5.048444755491802
6302401993fc837599b84a91ccb25f7e,12.89,2.556451816951096
6304e5ca71a031241c8ee894a5f271ef,93.18,4.5345331063886505
63569eec60800b3e62be1777d8fb0e7a,,
64e6bd3d139c32c5bbc0906c820713b9,0.89,-0.11653381625595151
65138afdf7eb054be5131f2b0de84369,21.69,3.076851324838783
652bc63d7054bd9e06da4adfbd2fc397,4.79,1.5665304114228238
65610b4f985968aa4fdc119d325290ea,140.68,4.946487807605782
6598c721af124c67457841260ea66462,2.19,0.7839015438284094
6599c100159c344992559e6e28c4d3fc,2230.58,7.710016920322804
65a5bf7228eb1d89159bc7aa431931b9,,
65daba7b1614fdbdf75b34d68953de64,210.46,5.349295611312666
65f479883df8bb8ff0eda0a85aa767a8,,
65ff91568676064c74212779c46f6943,631.16,6.447559396167468
665a9a8ee2c60cc14876599a73767701,160.88,5.0806587454643966
667c91a7d9ad40a399d0448576b2c329,1473.03,7.295076782854012
6698db28c1741a6b94ed7794d129a54c,2285.5,7.734340097771799
669f44a16f76eb41aa0807a565379945,5.19,1.6467336971777973
66ab346df72c5effa292342037bc3909,1776.31,7.482293457869665
66ee066ae9b9054fca7100ef8267b9b9,0.69,-0.37106368139083207
