hash                            ,parity_two_label,log10_parity_two_label,family,3-means_label_parity_two_label,3-means_label_log10_parity_two_label
041699620802b7ed905f93976ae60bef,7.279760714285714,0.8621171042892423,bounded-model-checking,1,1
041ef0a56340a623c38e6b9012933624,1642.6048214285713,3.2155330932488444,unknown,1,0
0421d8c1dec913b76dc72d781a864a80,1207.8083214285712,3.081998017438269,unknown,1,0
04283728b84c4b0ff6cb44ca4bc4ab65,6673.390143857143,3.824346515585274,subgraph-isomorphism,2,0
042846b7b23a617ad1730e9eb2dbdceb,883.5230714285715,2.9462178947180444,scheduling,1,2
04327b18171b43ff06586707499b97fc,0.6840666071428574,-0.164901609235666,graph-based,1,1
043f806db615f7a138d4beffe3367c1a,3302.577714285714,3.518853045965095,generic-csp,2,0
04411a580ede5fd258d84ce872b5f53b,10000.0,4.0,erdos-discrepancy,0,0
0445a4d6be24882bac0988a055e7f379,10000.0,4.0,clique-coloring,0,0
0447371bb8a97e8fe5d3cee6de1db766,903.9655714285716,2.9561518901840778,diagnosis,1,0
044d27388c142e8e47812d9518e01b2f,31.37490357142857,1.4965823997174348,miter,1,2
044eced3d5aac22e0f34ad02071132f7,39.48620714285715,1.5964454194788291,ramseycube,1,2
04557a22f623dcbae86173fced057c99,601.04575,2.778907530598981,baseball-lineup,1,2
045613366353b062992e68937ca53edf,4.173837142857142,0.6205354995118225,planning,1,1
0458851a021830f297e5dc3418ece838,1672.8334928571428,3.2234527151811028,unknown,1,0
0462a0427297f8979588174b502bd044,411.6074314285715,2.6144832071965323,unknown,1,2
0463b72200ae80c02835c027d3606c4e,422.1559413214286,2.6254729058085866,battleship,1,2
04674c7c9520c7edc0426b820f837726,10000.0,4.0,miter,0,0
047c92e7c0a36a23d8107f4313517719,2549.191571428571,3.406402473871804,rubikcube,2,0
048a70da40ea4908c783b8314be2da97,6200.148785714286,3.79240211144009,cryptography,2,0
0491901f00c8663e5b49a0dbbf96412f,1628.7423607142862,3.211852391755231,rbsat,1,0
04935c7718d4ada8516e0d99c46df41b,116.75959285714286,2.067292571925736,bitvector,1,2
04b2a7f442ed1b15439d0678ce902d6f,21.291110714285715,1.32819831829613,hardware-verification,1,2
04d28cb98f3362dfcd4ab74d4bb82de3,10000.0,4.0,tree-decomposition,0,0
04d2cca932a87b98ebfc7bbd0fe6ed5d,2.866475107142857,0.4573481746551081,software-bmc,1,1
04dd37bd8e319df958e1e091ec60de5b,18.57363928571428,1.2688970069627945,quasigroup-completion,1,2
04e219c640ed59dc68ea2d50493de5b5,890.0252964285713,2.949402350401334,polynomial-multiplication,1,0
04e50bc7a121716e396dc538ab24490e,784.6184642857144,2.8946585240879896,graph-coloring,1,2
04f8b455b41f208ea19769f051ddcb1b,10000.0,4.0,equivalence-chain,0,0
04f9f1f61d99108b7ad0fa77d275dc4c,3.855877678571429,0.5861232481654232,graph-coloring,1,1
04fa0a71339fa76067a75ff448ef6f67,4.995573821428571,0.6985853810838727,planning,1,1
050214ecbd9e96136fe1bc73447f1303,10000.0,4.0,pigeonhole,0,0
0506d033a4ca469af10d95dbf36a86e9,30.955698571428567,1.4907406091014157,edge-matching,1,2
0521cd68355dd16e8f7940f43003d904,579.2133571428573,2.76283856849736,graph-isomorphism,1,2
0533a1506eb61460bee3917f61ca4c49,10000.0,4.0,subgraph-isomorphism,0,0
0534387f90398a24495d4b7b05f9b342,1710.0908571428572,3.233019185074928,diagnosis,1,0
055836a43eb318de92f09c555ba4f3b5,0.3184655357142857,-0.496937560060114,graph-coloring,1,1
055db8f900741c7b8d7b731e99662588,0.4752045,-0.3231194554091962,clique-width,1,1
055f942145df4b6c9fd0d10a3f1da98e,402.35780678571433,2.6046124321848207,scheduling,1,2
05680de3febd39916e496dd772cb8c19,1.049370642857143,0.0209289102306379,hardware-verification,1,1
057f143aae50b8abc3e083b7609353be,10000.0,4.0,unknown,0,0
05817b4e1add561af0e1165e01fb48cc,89.5092,1.95186767558286,bioinformatics,1,2
0587f345cca3ef8340e8e71829dce130,100.34755357142856,2.001506789046921,waerden,1,2
0593e6814f02ec9749e87bdc6aff8275,2.7377196428571424,0.4373889719958509,planning,1,1
05b04d362b374569a4eb63c4e4e132b7,32.022176071428575,1.50545084112801,unknown,1,2
05c52a5f9133f5afca84767f2eff98fa,1828.260357142857,3.2620380423928803,unknown,1,0
05c5ff612371a5773e857212174f625b,362.5575396428571,2.559376941021023,prime-factoring,1,2
05df4430054ceba4fa065806e8c65041,10000.0,4.0,subgraph-isomorphism,0,0
05e5b5a37a0d7cb5e96c82b84bbdca66,773.2828928571429,2.8883384024967813,mycielski-graph,1,2
05eb87eb6fecb7a8a3bdc25154412c1d,4976.410571428572,3.696916203987846,waerden,2,0
05ed840c0a907e88e475c931f40fab83,10000.0,4.0,quasigroup-completion,0,0
05eee75ab69270c322b9ef6bc1ee8604,10000.0,4.0,cryptography,0,0
05f3a48298721d68cded8618b432e7c3,1940.5453928571424,3.287923806126176,sgen,1,0
05f5567936f582edc0d3ea9903f540bc,9315.163071428571,3.9691904620665808,sgen,0,0
05fb1e489956554f9115344bce4e71c7,10000.0,4.0,diagnosis,0,0
05fbbab9f0baf819ed9593cca8587629,0.0143018928571428,-1.8446064798069608,subgraph-isomorphism,1,1
060b7ed7ef9e59576b9ee62c998a5103,353.2109821428572,2.5480341983310533,bitvector,1,2
0614e1ae5100ee0aca4ea24424479fa3,10000.0,4.0,miter,0,0
06166a0dd78f45c213add974a6711dfe,69.60282857142856,1.8426268891508173,planning,1,2
0616ca6b1e0ae639d12e19ed310963a9,1099.034866142857,3.0410114703427427,cryptography,1,0
06172049e6804cbfb07f993023f2684f,9804.1675,3.9914107223785216,waerden,0,0
062f58e44eb73f9274b57af5092cad90,3637.286071428572,3.560777459525166,rooks,2,0
06326dd7bab63b892d2c147d5928468c,2.510339892857143,0.3997325276956258,bitvector,1,1
06385be5ecfc7df22b2c956093cef85f,0.3442690357142858,-0.4631020369036833,unknown,1,1
064ba3c61c5f105104edec8305853711,5807.202892857144,3.763966999739018,sliding-puzzle,2,0
066813ab5f3b7b1cc6d2847c37f5fae7,1.0578898214285712,0.0244404385523993,prime-factoring,1,1
066d6a47dfd9648d913ba8dbce722d75,7220.81357142857,3.858586132427871,cryptography,0,0
06872e73223dc74c76b06f37a185dc22,10000.0,4.0,waerden,0,0
068c64314f0f8405bc28bb4c52647145,7590.722142857143,3.880283094438207,planning,0,0
0697524f77ccd503f7e5fe15f23a1268,416.7046428571426,2.6198283393245787,graph-isomorphism,1,2
069f7d519e820f6b879f880703907bb3,7919.860714285714,3.8987175437676447,subgraph-isomorphism,0,0
06a36581f14e399a76a5110449ebe739,0.01806725,-1.7431079459843386,unknown,1,1
06d2543c151c2478fde159c6dc0424ac,4007.004928571429,3.602819876610404,bitvector,2,0
06d96f79264e9991a5a0a417c401657a,25.18901485714285,1.4012111825646834,bitvector,1,2
06e46ab0acac57a61638cbb741949a98,10.45302632142857,1.0192420439801608,argumentation,1,1
06e928088bd822602edb83e41ce8dadb,1752.7253325,3.2437138636546914,cryptography,1,0
06e997650b24ac5b5f87c1c64f4a5dcb,1786.7518291071428,3.2520642353629525,hardware-verification,1,0
06f538d7af257560476f9100e36d4445,145.0452892857143,2.1615036285510123,software-verification,1,2
0701a5b57f9b37c5fcb77463c8582693,624.0647142857143,2.795229627502802,unknown,1,2
070fde310eca4ddf6967896052efcb30,491.8314285714286,2.6918162771864216,at-least-two-sol,1,2
072785fd927ff0fd180ce8b9cc00078f,756.50122575,2.8788096360419946,hgen,1,2
073c28dfd3204f4c51e03c297ac841c1,763.9708664285716,2.883076797331508,graph-based,1,2
075c4fe7ae4cef57f1a4c00e58142e23,10000.0,4.0,xor-chain,0,0
075e1eef00500b25ceb5ea4823ccf1b0,0.2020432857142857,-0.6945555774197338,graph-coloring,1,1
076305ce31dd18724a3de91045800acc,1214.340867857143,3.0843406111629035,software-bmc,1,0
07682e22f82f9257d44b45777ac06168,0.34809175,-0.4583062696543334,unknown,1,1
076d4d6f83306ee69c35e3c99e30d8f8,0.6332853928571426,-0.1984005291441651,xor-chain,1,1
076fba8945d3a54a06f326474477077d,1.3947047142857143,0.1444822688778063,planning,1,1
0779cddacfa34241cdf579cb2370ab8e,9481.383214285714,3.976871700050148,parity-games,0,0
0779ed19ae69bf464cce003d1a573246,2656.127928571427,3.424248988367168,cryptography,2,0
07851afab30a10e44c8c3a2ae7806177,10000.0,4.0,unknown,0,0
079b400eede86df1f1ffd6a3c303278b,9810.285357142857,3.9916816401251167,graph-based,0,0
079fec8d04a6ee936227ea90ea0903bf,10000.0,4.0,tseitin,0,0
07b476c83150d3cb7e08f5d045e255ab,10000.0,4.0,graph-based,0,0
07bbbb292324c8d8baeb232e144349fa,1.3315556785714284,0.124359331038397,miter,1,1
07c3cce524e2b85d8315ac4397ef08c4,10000.0,4.0,sliding-puzzle,0,0
07c50b89d97a55b6e1629999a445a2ba,1818.6311071428568,3.2597446152924245,scheduling,1,0
07cb45c60089b9008bf3118591a99bf9,10000.0,4.0,random-hiddenmodel,0,0
07d20a83feca9295e862a7d583da5971,8.704732857142856,0.939755447429342,diagnosis,1,1
07e851c74295f7ddf472820c0f0164e8,10000.0,4.0,xor-chain,0,0
07f5f3ca046261c3819c5c888ac837e5,43.69603607142858,1.6404420413093874,graph-based,1,2
08063f5baf6655656a300c946aaaca60,16.920407178571427,1.228410809842425,ordering-principle,1,2
080896c437245ac25eb6d3ad6df12c4f,12.290479214285712,1.0895688166588309,bitvector,1,1
0810eb03d022334fdd1d5a6ad4969d47,261.4253821428572,2.417347751528496,cryptography,1,2
08300e286c3380f7e7291ca6a534c97b,11.426160714285713,1.0579003283221653,hardware-verification,1,1
083030713683d8ab8e1d54372f241863,155.32280714285716,2.1912352309316723,hypertree-decomposition,1,2
0831000a5a9727aa5fa3332df10cdb57,1071.7931857142855,3.030110991543112,hardware-verification,1,0
0842eb01dc00232edc0b26ccb2f19f25,8862.365839285714,3.9475496737822175,unknown,0,0
08469bbccc41da0c124d69c61ce7dc58,105.4350357142857,2.0229849494820384,planning,1,2
084f6e6da7f9c5125d6f28a044b6225c,10000.0,4.0,clique-coloring,0,0
0850db65220080c130d2f54005f9e2b3,1800.090628214286,3.2552943708491675,software-verification,1,0
08530caa5c9232f2ffc5163cf79b38e7,5440.895708928571,3.735670401430456,cryptography,2,0
0855033e761d91ae367e867c5a569f9e,252.2964285714285,2.4019111028255447,scheduling,1,2
085792654d945c1de700245916f2c7f6,9022.549,3.95532924932083,tseitin,0,0
0876c518e5653369e20fb1ee0bb8db40,158.7146285714286,2.2006169570954954,crafted-cec,1,2
088ffd086f2d5e55553d5e79aa30aaf5,8477.890364285715,3.928287795990919,graph-coloring,0,0
089456508f74be2d96f4112cc495f80a,827.6563628571428,2.917850058171019,unknown,1,2
08a25022c4136f2ceb36db62ce3503bb,28.850221428571427,1.4601491507616866,hardware-verification,1,2
08a68ba9d062c0856f1bc9cce7907b11,0.01196125,-1.9222234324098644,subgraph-isomorphism,1,1
08abbb56b2345b2da7af8866a4e8ad44,4570.0425,3.65992023889472,tensors,2,0
08acbb7417346eb7dc0c860817be0cc3,10000.0,4.0,cryptography,0,0
08b6f45c900d30fb65462a65df69e214,1048.8352464285715,3.020707273525877,planning,1,0
08be288536c3178e6874a5676493923c,10000.0,4.0,hardware-bmc,0,0
08c21a3bc091abcb67b883061e2381c9,1171.959464285714,3.0689125905715926,matrix-multiplication,1,0
08cb0cf252b65c30c7c55218825c6ca0,1787.984963464285,3.2523638621601525,software-verification,1,0
08cf53ca00dce11f5bfc02121c9bcd33,429.5042857142858,2.6329675017010894,greentao,1,2
08e151e72fe10402a49463171aa557e8,4967.3015,3.696120521141265,antibandwidth,2,0
08e1c46acda38a12fa3229f9f224425d,5280.295142857142,3.722658198164849,unknown,2,0
08e8e08679a3c2ccb537d682165cb351,1356.256964285714,3.13234198127046,unknown,1,0
08eeb55c898dc6bedc915ed191dab009,28.027625,1.447586298149345,diagnosis,1,2
08f2462515d5c1ffd0881dd5801f54bd,10000.0,4.0,subgraph-isomorphism,0,0
08fd5d81bf1af056edf0f4d1778f0834,0.51681925,-0.2866613185170768,termination-analysis,1,1
0900255c001ced2b14a6cadc0403967e,215.5654678571429,2.333579191021909,planning,1,2
090f37bba39891c7cf3bed2ace26ca92,1343.4417964285713,3.1282188557059536,rbsat,1,0
0928111a3d5d5ce05dffb83cb5982eba,0.6369430714285716,-0.1958993822161078,cover,1,1
0949ba00fc83c074bb2db981a543756f,830.2917035714285,2.919230698393985,planning,1,2
0951acc41424bb9c0847f6077acf20c4,10000.0,4.0,hardware-verification,0,0
095c4cfbf18326c010e9e5d8ae652970,2.0957171071428573,0.3213326585127508,fdmus,1,1
095e78b37897df838f5137b24aa59ed6,43.64940785714287,1.639978356492455,graph-based,1,2
09637d3bd641b4d733666a862e8918ea,162.77579642857148,2.2115898289379183,planning,1,2
096e485489025895cdc59887baafa08b,9390.014642857144,3.9726662695086135,bitvector,0,0
096f0ffbc2aa6f0e1fc7876a99e99bc5,10000.0,4.0,equivalence-chain,0,0
0973e4a7d566ff12e7316cf0304ac1f4,0.5459569999999999,-0.2628415613211201,genurq,1,1
0995a4bc27c94bca1d53bf83de369fd0,626.0165,2.7965857801186003,unknown,1,2
09991a55c8e3c8ec7966a0105a76d6e1,625.5085,2.7962332156729466,hardware-verification,1,2
099a345f923579d745e491b29c7da949,10000.0,4.0,unknown,0,0
09a58f93975cf27590153ceb26fb1ad6,359.66328571428573,2.5558961074724307,schur-coloring,1,2
09acbe0cb8dad715ae4ff3cbade44d76,10000.0,4.0,matrix-multiplication,0,0
09d8544494e54bc756438e69567b4ba7,1065.6315964285714,3.0276070890326263,crafted-cec,1,0
09dcc6149a23787a3aa96af8825bda60,481.9589642857142,2.6830100624235995,bitvector,1,2
09df54b3d75b42dbd0020c6b60a68fc6,1498.034967857143,3.1755219509937254,miter,1,0
09e6779ba720bc9c22bae55653614d53,388.6290928571428,2.589535308858678,graph-isomorphism,1,2
09ea7a837fa92ee285890f2187fcff0a,10000.0,4.0,bitvector,0,0
09ed4d881b6dd70d30f59217573369f1,1.4511148571428572,0.1617017886260203,random-modularity,1,1
09f3078602566bbeb02821503e5d2554,29.37516071428572,1.467980251352525,random-modularity,1,2
09f4f1e3047315b5ef2690fffb7ccf7a,10000.0,4.0,cryptography,0,0
09fb57fff97fc30b723f91d1c80965a6,4.139514571428572,0.6169494156835796,2d-strip-packing,1,1
0a015b7f4b4ec96e881f2f5f5e55265c,103.73974357142858,2.0159451701502284,planning,1,2
0a034addb32ccb4363177fd5d0ba947e,10000.0,4.0,waerden,0,0
0a1043b4f34db8a3de2aef9e4a82a34b,0.3064621785714285,-0.5136231154400311,parity-games,1,1
0a11a3dcc342fba24aeda274ad56d478,666.0553571428571,2.823510325720736,graph-isomorphism,1,2
0a27d1f7ff9fae1edf7f460f4fe70886,10000.0,4.0,equivalence-chain,0,0
0a3eb47ad5266860241a8ff5d37f62bd,501.27451571428577,2.700075626085244,fpga-routing,1,2
0a4b9ce30540d2103d65e44994d206a5,106.084915,2.0256536327417867,prime-factoring,1,2
0a501c751f0483da0e9266753659ed6c,10000.0,4.0,scheduling,0,0
0a5ae0d5af40b6d41f8be446811aa796,708.8983571428572,2.8505839698848026,puzzle,1,2
0a5afa615f6f27d7ec4d43d3c655a8af,1.6229509285714283,0.2103053887277535,hardware-verification,1,1
0a60caf64b5ae6fdebacc9521c5ee731,6869.777857142858,3.8369426938314777,bitvector,2,0
0a6722970ab81da486ca8c79b85f6c59,9.472182500000004,0.9764500569864678,miter,1,1
0a7141f90e7beb369505bda957d830aa,10000.0,4.0,tseitin,0,0
0a7555a2a68abdd45b80a8db1a919a6a,1.1444396428571426,0.0585928931527214,unknown,1,1
0a7c533c247dac95d79cc0ff3cd0fb9f,7489.336785714286,3.8744433606824553,pigeonhole,0,0
0a7f0ceb23af7028dc9a46f3da3bb027,14.489434285714283,1.1610514295437242,bitvector,1,2
0a819f7ad46f70de5a184784da303f5e,111.95553214285712,2.049045558564935,waerden,1,2
0a81c16b871ab1a63046cc99041f4e47,7516.336785714286,3.8760062313673393,pigeonhole,0,0
0a910e1ca5b222324dc3ac8f03d6414d,10000.0,4.0,prime-factoring,0,0
0a919af45246c91929e92c301d6d9529,10000.0,4.0,graph-coloring,0,0
0aab775f1790819177fb1851d9316efd,80.28834642857139,1.9046525135346304,coloring,1,2
0ab9ff4d0e75a279522d77671cdcb09c,10000.0,4.0,rbsat,0,0
0ac5ff376b826f68d384ba05a1d00de0,10000.0,4.0,planning,0,0
0acb650946685281a796dcada88f8cfd,6202.10642857143,3.792539214488329,subgraph-isomorphism,2,0
0acbab472c9386683c07f7a3ec214be3,1261.6683607142857,3.1009452122459185,hardware-verification,1,0
