hash,#Nodes,#Edges,#ConnectedComponents,MeanDegreeCentrality,MinDegreeCentrality,MaxDegreeCentrality,VarDegreeCentrality,EntropyDegreeCentrality,DegreeAssortativity,Centralization,MeanEigenvectorCentrality,MinEigenvectorCentrality,MaxEigenvectorCentrality,VarEigenvectorCentrality,EntropyEigenvectorCentrality,MeanPageRank,MinPageRank,MaxPageRank,VarPageRank,EntropyPageRank,MeanKatzCentrality,MinKatzCentrality,MaxKatzCentrality,VarKatzCentrality,EntropyKatzCentrality,MeanBetweennessCentrality,MinBetweennessCentrality,MaxBetweennessCentrality,VarBetweennessCentrality,EntropyBetweennessCentrality,#Communities,MeanCommunitySize,MinCommunitySize,MaxCommunitySize,VarCommunitySize,EntropyCommunitySize,ClusterImbalance,IsProperClustering,IsSingletonClustering,IsOneClustering,EdgeCut,EdgeCutFraction,Modularity,HubDominance,GlobalIntrapartitionDensity,GlobalClusteringCoefficient
1d1a4ec3c2519498378412a6566a8495,807075,41153453,295376,101.98173156150295,0.0,446.0,30970.07477204738,2.1667394805891163,0.8024341406248537,0.0004263070271874,3.376245434416892e-05,0.0,0.1903301303060939,1.237902317040318e-06,7.856544271099945,8.547042425304795e-07,1.8585633305454885e-07,3.874098857799256e-06,4.42252287422336e-13,7.152050757519596,0.001096739285519,0.0009135970529891,0.0021468442040859,3.620515996293e-08,6.368948806084554,10269241.464955004,0.0,2870359316.581824,2560931394164895.0,8.693714538415302,807075,2.732216850828729,1.0,62335.0,66338.75445877048,0.0204916120790808,20778.333984375,True,False,False,556310.1770272558,0.0135179465263159,0.7491452915477266,0.9999427623069717,0.0006933292579003,0.5154173542951446
f70ef02944377b624faa46b14132983c,1128,344724,1,611.2127659574468,600.0,623.0,73.35898596650068,1.8149494970872404,-0.2728746731151293,0.0228086788258059,0.0297745667087706,0.0297745665979005,0.0297745669538336,4.467512029551992e-21,1.8149494970872408,0.000886524822695,0.0008865248226525,0.0008865248227888,6.547863109828705e-28,1.8149494970872408,0.0297745667087706,0.0297745666965146,0.0297745667358616,5.459497858193053e-23,1.4610020006310982,954.6600000000004,667.1023333333341,1195.7740000000035,31894.020675270152,1.7905937142508963,1128,24.0,24.0,24.0,0.0,0.0,1.0,True,False,False,576.0000966718912,0.0016709022193751,0.9362078969802692,1.0,1.0,0.5066446625553722
c2b3fc6b4612d45f1653b27ee679aaec,4128,38832,65,18.813953488372093,0.0,180.0,271.63496033892187,2.311285371911512,-0.0624902257425448,0.0392257845439882,0.0114780541664691,0.0,0.1165298830154459,0.0001105023345671,8.26106949966776,0.0002390556456943,3.633720930232559e-05,0.0026710045086063,4.496792070748893e-08,8.26106949966776,0.0119528396842286,0.0009976071166435,0.1073660646053341,9.937768549863234e-05,8.26106949966776,22603.55226202862,0.0,2683932.0709820567,3358527089.249805,5.787955887416012,4128,53.61038961038961,1.0,435.0,14452.783268679375,0.887071430489801,8.05555534362793,True,False,False,44976.15476000024,1.1582240100947734,0.5623528749901442,0.8538990821066648,0.0329478812667288,0.4907061582558846
86f1d4b3e7609f8a9ce8ac2a0a7aaa96,3220,10482,1,6.51055900621118,2.0,41.0,68.55734192353691,1.2063023416761718,0.3252779354607548,0.0107327071170094,0.0098999273131499,0.0001440227525433,0.1147885359054105,0.0002125504454055,8.077136638538786,0.0003105590062111,0.0001406104320863,0.0015562596039756,7.505217661137932e-08,8.077136638538786,0.0137038864184946,0.005938458379025,0.0617642111181393,0.0001227625032401,8.077136638538786,19038.413259295125,0.0,561177.1208265442,4995693513.07695,5.5969293974505945,3220,460.0,170.0,670.0,33450.857142857145,1.945910149055313,1.45652174949646,True,False,False,1972.3289139999663,0.1881634148063314,0.6807106958660663,0.1066244231530463,0.0103695033572099,0.3762703031355858
7e2cceaad4188bcf9a915ebff0835157,1938,6333,1,6.535603715170279,2.0,41.0,61.2115806726797,1.3089893912948187,0.3598819167352309,0.0178436611884339,0.0137878428583334,0.0003363047239316,0.1400997886305766,0.0003258912613469,7.569411792451042,0.000515995872033,0.0002359037898192,0.0026034915095596,1.7720315702193872e-07,7.569411792451042,0.0182797721754319,0.008249269754749,0.0818069713926401,0.0001818458012473,7.569411792451042,9077.182796521582,0.0,241730.97446680348,967882059.7286024,5.3840755208941085,1938,129.2,6.0,477.0,21002.426666666663,1.7999587982097305,3.669230699539185,True,False,False,1561.329897999987,0.2465387490920554,0.6397558810178795,0.2663346618923586,0.0179063263104094,0.3871275948927299
25ba6d2b7503d699ee95bf4bcd0864c5,8875,31009,1,6.987943661971831,2.0,115.0,83.55467154612181,1.20489280459985,0.331872771891725,0.0121799627302977,0.0030892580452103,2.069904749518216e-43,0.1436776120068869,0.0001031325410681,9.088181975076308,0.000112676056338,4.789772270787168e-05,0.0013714663089329,9.048503954513956e-09,9.0908374121624,0.0087908570697457,0.0049501543448135,0.0709258615695852,3.5396888317329523e-05,7.88266598904645,91964.80878316773,0.0,13613538.200901642,124467905836.41922,6.974586043164614,8875,385.8695652173913,21.0,673.0,33060.461247637046,3.0752205480543715,1.743523359298706,True,False,False,5306.989372000102,0.1711435187203747,0.8264019021307938,0.0689217325239242,0.0128521580380584,0.3801354990011291
16b9e9e007133b818ec1f0868613d534,11782,3370608,7180,572.1622814462739,0.0,3183.0,969785.6569103613,2.210407454251345,-0.0284342560891185,0.2329059335294794,0.0044708507367994,0.0,0.0436729668687398,6.488672709615195e-05,3.896039596062255,4.0916533225787946e-05,1.2731285011033782e-05,0.0002658580993538,2.1166426896488747e-09,3.896039596062253,0.0063457565875201,0.0025390282216244,0.0318724065504189,4.460660673883651e-05,3.896039596062255,1781.903908539006,0.0,1467440.9656976217,231614027.3146283,2.8034169984490767,11782,1.6354802887284845,1.0,646.0,193.8401958964744,0.0339039110203315,323.0,True,False,False,1050096.7438245057,0.311545200101734,0.2934189391281492,0.9989395683640152,0.5884998489933843,0.8233735776947798
b6af217d5640bef0c0ca834a709c05b1,17688,2094158,1,236.78855721393035,10.0,438.0,11357.099683626191,4.758989283998047,-0.2097602521914305,0.0115299412562699,0.0070411400833161,0.0003143460764077,0.0132515998571908,6.957850623816294e-06,9.649800739119684,5.653550429669831e-05,1.0905739165900191e-05,0.0001076146052335,7.219113526917496e-10,9.582779161913582,0.0069977750071265,0.0008962864892146,0.0121529487620755,7.566649246333391e-06,9.628487542182787,24918.61707162204,5.132995843085666,151088.50596286322,742312270.2183995,8.445766030467311,17688,402.0,402.0,402.0,0.0,0.0,1.0,True,False,False,400.9991565622411,0.0001914846714346,0.9770424930498296,0.9850374064837908,0.4909988709817496,0.5345696169547468
9eedc445557e743218e45e2c09f36f37,1290744,85579998,470653,132.60568788233763,0.0,558.0,52429.28914523855,1.9254154888513584,0.7951358903421323,0.0003296068158025,7.569391454651421e-05,0.0,0.0650830435237796,7.690173989409968e-07,9.29997515041838,5.35178425616231e-07,1.1621204514605533e-07,1.969432814857184e-06,1.54433024173582e-13,7.881454577090164,0.0008735680880906,0.0007589810962435,0.0011603559729031,1.1625763110004978e-08,6.733340992401726,15783533.519441191,0.0,11850123791.331062,1.1168871197115466e+16,9.02512962849482,1290744,2.7423428629703914,1.0,75337.0,93126.84559821656,0.0169888162924932,25112.333984375,True,False,False,873875.6798234594,0.0102112140715808,0.7534544697124089,0.999957702075295,0.0007331935445065,0.4993051333275428
f6e17b4abfa8ea9b89899525baf5e253,37633,270951,1,14.399649244014562,3.0,1383.0,127.67510629952488,2.5657109160621623,0.1067216179798711,0.0363809482010268,0.0016275794726054,6.9765643341424955e-09,0.5904321153974503,2.3923408199619523e-05,10.535636604038668,2.657242313926607e-05,6.654861910294047e-06,0.0013283838726827,2.1999973858972914e-10,10.535636604038668,0.0050644938564308,0.0040677131483533,0.0882055914959301,9.23325117440476e-07,10.53556292963795,351736.9044154076,0.0,263347371.30378595,6643423560560.404,8.92563460820098,37633,1393.8148148148148,293.0,3464.0,604404.817558299,3.2444926304072967,2.484935522079468,True,False,False,94738.12485294984,0.3496503974997317,0.8056063386211033,0.0303530621929289,0.0059942622892386,0.4697732997481108
cc5c7c695cbb6f78c1af80b3e5471db3,5179,15208,1,5.872948445645878,2.0,74.0,59.49380190717029,1.0866723531221112,0.4202325061830202,0.0131694139493218,0.0036720799325277,1.0314684162851721e-07,0.1689999925406695,0.0001796032975924,8.552367266422902,0.0001930874686232,9.733625629915588e-05,0.0019316572526217,2.8073994710521162e-08,8.552367266422902,0.0111283855623297,0.008050442668713,0.1064326865222669,6.924650339941652e-05,8.334614175281944,26855.139811221907,0.0,7135827.372057376,27315257748.691216,5.190357107726146,5179,225.17391304347825,74.0,553.0,16661.274102079395,2.9921969608854835,2.4469027519226074,True,False,False,2825.4536210000088,0.1857873238427149,0.7688999590366179,0.1146650887328759,0.0159369928623512,0.3926430991053591
67fb9f8a11855920f390fb4675479758,37633,270951,1,14.399649244014562,3.0,1383.0,127.67510629952488,2.5657109160621623,0.1067216179798711,0.0363809482010268,0.0016275794726054,6.9765643341424955e-09,0.5904321153974503,2.3923408199619523e-05,10.535636604038668,2.657242313926607e-05,6.654861910294047e-06,0.0013283838726827,2.1999973858972914e-10,10.535636604038668,0.0050644938564308,0.0040677131483533,0.0882055914959302,9.233251174404764e-07,10.53556292963795,356008.18600167154,0.0,255301817.2376628,7413943632519.528,8.923131217846494,37633,1447.423076923077,704.0,3165.0,451982.2440828403,3.2580965380214835,2.1857733726501465,True,False,False,93736.89016895017,0.3459551364230069,0.8060186943353049,0.027922642965692,0.0062437317535461,0.4674715538955963
333aeb46000bbf119635a71cf39389c9,250821,719667,2,5.7384907962251965,0.0,309.0,74.16251066818967,1.5071997077911492,0.1316986118675987,0.0012091030959559,0.000171019516611,0.0,0.1460987978856948,3.957659322358594e-06,12.425341932658586,3.986893486307177e-06,5.980360496130707e-07,0.0001314611607256,2.0100106818153487e-11,12.421923170433391,0.0019306053353006,0.0015640196541634,0.0173090325033922,2.596700367291431e-07,11.398114497716584,4072548.297428989,0.0,23926327060.33496,2.130195817405599e+16,6.029229226393377,250821,3021.939759036145,1.0,17691.0,13619511.81564814,3.815777512136069,5.85407018661499,True,False,False,20504.620041002025,0.0284918164109262,0.9428096253675032,0.0612612378493944,0.0007434957185139,0.4014592200121601
5559b178ec41efd2d5e01c12acfd304b,30644,143332,1,9.35465343949876,5.0,46.0,31.067798799749625,1.1664744564752747,0.592372578304877,0.0011962059996433,0.0037750660827086,1.314427639033432e-05,0.0183477630909643,1.838169163050931e-05,4.988423301952813,3.263281555932644e-05,1.917397875341491e-05,0.0001265840006785,6.281706850649444e-10,4.998432140612263,0.0048725670155633,0.0031028193150227,0.0130462007976814,8.89090623817084e-06,4.719169957710374,174509.25599723417,0.0,118142477.93965696,4552311309778.759,7.157663237612137,30644,2188.8571428571427,414.0,4504.0,1572115.5510204085,2.6390573296152584,2.057560443878174,True,False,False,14864.82440629998,0.1037090419885299,0.7761577390626805,0.0143403001812078,0.0028248379483297,0.4695127247459393
3376b5ad61728464669c5a064691ec44,7089,58928,2,16.625193962477077,0.0,128.0,134.0794386173369,2.233328017175997,-0.0052529613958263,0.0157478653340664,0.0085704431839753,0.0,0.0787894287145096,6.761112332273263e-05,8.86629956585493,0.0001410467055894,2.11595429538722e-05,0.0012758175970475,1.0546609360260693e-08,8.86629956585493,0.0095543296606022,0.0014661845303427,0.0735435272218345,4.977840442901824e-05,8.86629956585493,42794.83549732273,0.0,2856359.839837224,7193745917.285112,8.265908865276508,7089,373.10526315789474,1.0,661.0,28007.883656509694,2.871476118054867,1.767379641532898,True,False,False,45053.861530003946,0.7645577913725894,0.556671942996803,0.1553334212664792,0.022352653182772,0.4685572830713106
1075d1f642644dd5bfde5fd2b14b03e0,571748,1626636,2,5.6900452646970345,0.0,475.0,92.49289033215426,1.5961311878077715,-0.0395832122057595,0.0008208417438486,4.946904405233572e-05,0.0,0.5254967478893388,1.7465751102167818e-06,13.249962799817371,1.7490196963190917e-06,2.623533444804355e-07,0.0001289889707999,6.580380051022257e-12,13.223330713005518,0.0012900603947662,0.0011216933311479,0.0149778412513352,8.476647439190146e-08,11.508363003053567,13304676.819139523,0.0,62765509858.78238,1.4629252587332422e+17,7.561338537513669,571748,3444.265060240964,1.0,20264.0,15481396.146610549,3.8491952796240425,5.882148265838623,True,False,False,36649.5866290177,0.0225309083464387,0.9652455746090076,0.0550793438737265,0.0007019507878742,0.3959437157995309
1e0239578a8ee4956e4779880b0a9300,1323504,85540488,487033,129.26366372901026,0.0,558.0,51596.32138921009,1.9202838084217564,0.7880395716852555,0.0003239719820086,7.382027303410377e-05,0.0,0.0650830134624709,7.501206297899272e-07,8.395915393183197,5.197661217904556e-07,1.1333550937511337e-07,1.920653012839604e-06,1.4790293771643504e-13,7.222852621066905,0.0008628017441448,0.000752565023685,0.0011505468641483,1.1143212801477685e-08,6.5181348176238885,27446949.77724011,0.0,8486955581.323709,1.3725422671205748e+16,9.00901887600034,1323504,2.7173716207476395,1.0,63056.0,80861.93896719739,0.0165245700249946,21018.666015625,True,False,False,933933.7785941118,0.0109180319218439,0.7489863067847489,0.9999570152457494,0.0006117188460643,0.5016937375141145
8cd22506ff029d9a1a577ad414ffb1bb,47068,129687,2,5.510622928528937,0.0,166.0,45.60732745253114,1.3903111793839629,0.3037265569515275,0.0034101336158741,0.0010194641397596,0.0,0.1576094942579119,2.0206549925617755e-05,10.759348643580903,2.1245473379397907e-05,3.1868785586810576e-06,0.0003669351599855,2.1055008746334847e-10,10.759348643580903,0.0044334612278441,0.0030933195718019,0.034363099331731,1.5902785990762268e-06,10.19017333150212,356326.5480357309,0.0,390160180.7070599,21308573320425.324,6.642943871580136,47068,905.1538461538462,1.0,2452.0,317236.8609467455,3.9512437185814298,2.706401824951172,True,False,False,15506.297699998397,0.1195670938490241,0.8650257516258104,0.0513208758951167,0.0038638491538876,0.4488838704073656
fca7a5a04aaed5f0eacccc4139dc894a,134781,486460,8839,7.218524866264532,0.0,89.0,31.41294980089116,1.887951348466142,0.3821071426368847,0.0006068055243283,0.0005514650668968,0.0,0.1024868496519464,7.11532967334906e-06,11.190134416847554,7.006045621984851e-06,1.1129165090034949e-06,0.0001050141789342,1.5205821788660992e-11,11.20934213852309,0.0025419518542672,0.0010631149360842,0.0147015128639046,9.579241639439173e-07,11.20735256308403,2085730.78293946,0.0,637762075.0960065,104642421889434.23,10.174273102394562,134781,15.227770873347644,1.0,15481.0,166856.37632063252,0.0182350131341922,967.5625,True,False,False,42256.6142142924,0.086865547453629,0.8403083671785324,0.9983427612759568,0.0006121317228688,0.396551724137931
8833e4051c5a45aa3d704469f9f20908,50,670,1,26.8,21.0,33.0,21.200000000000003,1.7078209416650023,0.8119955635861358,0.2672413793103448,0.1095462156922003,3.495861304927413e-06,0.1825896182463559,0.0079996266275179,2.6502241161414783,0.0199999999999999,0.0199779574957236,0.0200209864569573,3.2279813242901556e-10,2.6779500033638763,0.0,0.0,0.0,0.0,0.0,47.32097404318377,0.0,179.7066174714838,2679.721693427992,3.168835582514381,50,25.0,20.0,30.0,25.0,0.6931471805599453,1.2000000476837158,True,False,False,16.666653999999994,0.0248756029850746,0.1150346455774704,1.0,1.0,0.8726420625045663
2050e97004fe2b1ddba6bbf55638d7f1,235334,697184,2,5.925059702380446,0.0,641.0,223.10872357122733,1.6119799227708258,-0.0399908048375918,0.0026986790269658,0.0006453661908149,0.0,0.0937331482291091,3.832782226835865e-06,8.811807010718455,4.24926439916126e-06,6.373919620624306e-07,0.0004151967479123,7.031758626254139e-11,8.541078070113427,0.0020008032679616,0.0017938283924653,0.0251000747563624,2.46066029996794e-07,5.938296286789992,10687769.05849032,0.0,16067168090.817217,1.2133492135427854e+17,5.884107463496259,235334,7844.466666666666,1.0,28533.0,46597112.582222216,3.3549875696248246,3.637093782424927,True,False,False,17069.979173997966,0.0244841808962884,0.9175122509305502,0.0814681147351961,0.0004185103465514,0.4213497785112481
bf02f1c4227febd1b700e5915ae71e16,13409,150540,2,22.453575956447164,0.0,180.0,310.1319524970459,2.170528978584532,0.0081348883163503,0.0117690118909671,0.006566981909928,0.0,0.0764395064810604,3.145152538638511e-05,9.503681402280014,7.457204935041587e-05,1.118651651875606e-05,0.0007838146907917,4.049376768864844e-09,9.503681402280014,0.0069133571483424,0.000441460508974,0.0556429302290774,2.6782269731169483e-05,9.503681402280014,95743.16622018744,0.0,16167520.47995988,120251525988.7284,6.810366133172554,13409,1489.888888888889,1.0,2074.0,329260.7654320988,2.19722457733622,1.3919463157653809,True,False,False,85199.40738199659,0.5659585982595761,0.693219016887358,0.2028463915635844,0.0104080372444735,0.4418917745157648
3a27400ec77af1339683d6602af6d81b,5771,24593,1,8.522959625714781,2.0,129.0,198.1933300727072,1.3873375592020336,0.6777517435375643,0.0209071618906545,0.004388572660521,3.533456292141014e-06,0.1005266405137168,0.0001540206240771,8.660600654709912,0.0001732801940738,6.420655214167776e-05,0.0011535125690901,1.2378189033664228e-08,8.660600654709912,0.0117079884818928,0.0070099950093603,0.053430658411859,3.620319978168264e-05,8.660600654709912,25047.23424620636,0.0,14578076.860579072,106789590799.84076,3.8141436889470928,5771,288.55,90.0,429.0,7442.347499999999,2.8571028374420018,1.484429121017456,True,False,False,6600.769444860524,0.2684003352523288,0.737344730386633,0.0594104950698732,0.0186750192722659,0.393685399114045
dae02301d9adb7868c542b83239e21c4,3594236,115063190,129772,64.02650799780538,0.0,67399.0,533007.5983737336,1.8632448203337528,0.9466229335953212,0.0187344884965482,2.1663615694106093e-06,0.0,0.576535850221082,2.782185509828387e-07,12.188134175922103,2.696849058186827e-07,4.173348661579263e-08,0.0006481399351605,4.0265485561209936e-12,14.613341414557109,0.0005273995457007,0.0005264899070552,0.0023107086093029,7.296329993657287e-11,6.651173358789515,21346466.72109859,0.0,2339466479274.0537,4.527142799123269e+18,5.298339964777417,3594236,27.68673065368439,1.0,525382.0,4862339.71416878,0.0045527396116316,18763.642578125,True,False,False,2173294.9879829166,0.018887838829976,0.7968933240494087,0.9996891751429596,0.0003372419162066,0.6510032137583601
3f266eb6ee4251b947c582f7c6a59d67,6590,18224,2,5.530804248861912,0.0,98.0,15.986835620255087,1.5096014139825578,-0.0011066859280569,0.0140435307694669,0.0014728712128,0.0,0.5786239434435491,0.0001495757186757,8.779424647551139,0.0001517254957043,2.276176024279211e-05,0.0023984955462454,7.032159146865197e-09,8.779424647551092,0.0119019390584053,0.0069263190970058,0.077969374944475,1.0088914935285589e-05,8.679895773966912,51606.09638585815,0.0,4980140.000393468,35576889472.58143,6.621705846691533,6590,235.3571428571429,1.0,400.0,7963.158163265308,3.233183484380925,1.6949152946472168,True,False,False,2179.3284149999654,0.1195856241769076,0.8471895476128946,0.133258128888785,0.0184657306682992,0.3986363241553027
